ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2795,Byron Mullens,Jul-00,275lb,189,66,18.2,2.9,7.2,0.408,0.6,1.8,0.319,2.4,5.4,0.438,0.448,0.9,1.3,0.706,1.1,3.1,4.2,0.8,0.4,0.5,1,1.8,7.4
2796,Chris Mullin,6-Jun,200lb,986,822,32.6,6.8,13.4,0.509,0.8,2.2,0.384,6,11.3,0.533,0.54,3.7,4.2,0.865,1,3.1,4.1,3.5,1.6,0.6,2.3,2.1,18.2
2797,Jeff Mullins,4-Jun,190lb,804,,30.6,6.7,14.5,0.463,,,,6.7,14.5,0.463,0.463,2.8,3.4,0.814,0.8,1.7,4.3,3.8,0.8,0.2,,2.7,16.2
2798,Todd Mundt,Jul-00,250lb,33,0,4.6,0.5,1.2,0.39,0,0,,0.5,1.2,0.39,0.39,0.2,0.2,0.625,0.3,0.5,0.8,0.1,0.1,0.2,0.1,0.9,1.1
2799,Xavier Munford,2-Jun,180lb,14,0,17.4,2.3,5.5,0.416,0.6,1.6,0.391,1.6,3.9,0.426,0.474,0.5,1,0.5,0.2,2,2.2,1.6,0.9,0.2,1.1,1.8,5.7
2800,Chris Munk,9-Jun,225lb,11,0,2.6,0.3,0.6,0.429,0,0,,0.3,0.6,0.429,0.429,0.6,1.1,0.583,0.5,0.8,1.3,0.1,0.1,0.2,0.5,0.5,1.2
2801,George Munroe,11-May,170lb,80,,,2.4,8.9,0.268,,,,2.4,8.9,0.268,0.268,1.3,2,0.648,,,,0.3,,,,1.4,6.1
2802,Eric Murdock,1-Jun,190lb,508,224,23.4,3.7,8.5,0.438,0.6,1.7,0.343,3.1,6.8,0.462,0.473,2.1,2.6,0.786,0.7,1.8,2.5,4.9,1.6,0.1,2,1.9,10.1
2803,Gheorghe Muresan,7-Jul,303lb,307,207,21.9,4.1,7.2,0.573,0,0,0,4.1,7.2,0.574,0.573,1.6,2.5,0.644,2.1,4.2,6.4,0.5,0.6,1.5,1.5,3.1,9.8
2804,Allen Murphy,5-Jun,190lb,31,,8.6,1.4,3.8,0.37,0,0,0,1.4,3.8,0.373,0.37,1,1.4,0.682,0.9,0.8,1.6,0.4,0.3,0.3,0.9,1.8,3.8
2805,Calvin Murphy,9-May,165lb,1002,0,30.5,7.2,15,0.482,0,0.3,0.139,7.2,14.9,0.484,0.483,3.4,3.9,0.892,0.7,1.3,2.1,4.4,1.5,0.1,1.9,3.2,17.9
2806,Dick Murphy,1-Jun,175lb,31,,,0.5,2.4,0.2,,,,0.5,2.4,0.2,0.2,0.1,0.3,0.444,,,,0.3,,,,0.5,1.1
2807,Erik Murphy,10-Jun,230lb,24,0,2.6,0.1,0.5,0.231,0,0.1,0,0.1,0.4,0.3,0.231,0,0,,0.1,0.3,0.3,0.1,0,0.2,0.1,0.3,0.3
2808,Jay Murphy,9-Jun,220lb,67,0,6.5,0.9,2.8,0.332,0,0,0,0.9,2.8,0.337,0.332,0.5,0.8,0.607,0.5,1.1,1.7,0.2,0.1,0.1,0.4,0.9,2.4
2809,John Murphy,2-Jun,175lb,20,,,0.6,2,0.275,,,,0.6,2,0.275,0.275,0.5,0.8,0.667,,,,0,,,,0.4,1.6
2810,Kevin Murphy,5-Jun,185lb,17,0,3.1,0.4,1.6,0.25,0.1,0.3,0.2,0.4,1.4,0.261,0.268,0,0,,0,0.2,0.2,0.1,0.1,0,0.2,0.2,0.9
2811,Ronnie Murphy,5-Jun,225lb,18,0,4.9,0.8,2.7,0.286,0.1,0.2,0.25,0.7,2.5,0.289,0.296,0.4,0.6,0.636,0.3,0.3,0.6,0.3,0.3,0.1,0.4,0.8,2
2812,Tod Murphy,9-Jun,220lb,191,81,21.3,2.1,4.6,0.454,0.1,0.3,0.29,2,4.2,0.467,0.464,1.3,1.8,0.679,1.8,3.1,4.9,1,0.6,0.5,0.6,2,5.5
2813,Troy Murphy,11-Jun,245lb,729,482,27.3,3.9,8.8,0.445,0.8,2.2,0.388,3.1,6.6,0.464,0.493,2.1,2.7,0.785,1.9,5.9,7.8,1.5,0.7,0.4,1.2,2.6,10.8
2814,Dejounte Murray,5-Jun,170lb,11,1,4.2,0.4,1.3,0.286,0.2,0.4,0.5,0.2,0.9,0.2,0.357,0.4,0.7,0.5,0,0.5,0.5,0.7,0,0,0.7,0.6,1.3
2815,Jamal Murray,4-Jun,207lb,23,3,22.1,3.4,8.9,0.385,1.7,4.4,0.386,1.7,4.5,0.385,0.48,1.4,1.7,0.842,0.6,2.3,2.9,2,0.4,0.3,1.6,1.8,10
2816,Ken Murray,2-Jun,190lb,181,,18.4,3,8.9,0.335,,,,3,8.9,0.335,0.335,2.1,2.9,0.747,,,3.3,2.7,,,,1.9,8.1
2817,Lamond Murray,7-Jun,236lb,736,364,25.1,4.3,9.9,0.43,0.7,2,0.36,3.5,7.9,0.447,0.466,2,2.7,0.759,1.3,2.8,4.1,1.3,0.9,0.4,1.6,2,11.3
2818,Ronald Murray,4-Jun,190lb,487,92,22.7,3.7,9,0.414,0.7,2.2,0.304,3,6.7,0.45,0.452,1.8,2.5,0.725,0.4,1.7,2.1,2.3,0.8,0.2,1.5,1.6,9.9
2819,Tracy Murray,7-Jun,225lb,659,80,18.4,3.3,7.7,0.43,1.1,2.9,0.388,2.2,4.7,0.457,0.504,1.3,1.5,0.829,0.8,1.7,2.5,0.8,0.5,0.2,0.9,1.7,9
2820,Willie Murrell,6-Jun,225lb,228,,29.6,5.5,11.8,0.466,0.1,0.2,0.304,5.4,11.6,0.469,0.468,2.1,2.9,0.719,2,4.5,7.3,1,,,1.7,2.8,13.1
2821,Dorie Murrey,8-Jun,215lb,357,,12.6,1.7,3.9,0.425,,,,1.7,3.9,0.425,0.425,1.4,2.1,0.679,,,4.4,0.6,,,,2.3,4.7
2822,Toure' Murry,5-Jun,195lb,56,0,7,1,2.4,0.433,0.1,0.2,0.417,0.9,2.2,0.434,0.451,0.4,0.7,0.61,0.3,0.6,0.8,0.9,0.4,0,0.7,0.9,2.6
2823,Mike Muscala,11-Jun,240lb,143,11,12.5,1.9,3.6,0.518,0.3,0.7,0.365,1.6,2.9,0.557,0.555,0.7,0.8,0.839,0.9,1.7,2.7,0.7,0.3,0.5,0.6,1.4,4.7
2824,Angelo Musi,9-May,145lb,161,,,3.5,11.9,0.29,,,,3.5,11.9,0.29,0.29,1.5,2,0.771,,,,0.7,,,,1.8,8.4
2825,Jerrod Mustaf,10-Jun,238lb,179,19,10.6,1.6,3.5,0.449,0,0,0,1.6,3.5,0.45,0.449,0.8,1.3,0.648,0.8,1.7,2.5,0.6,0.3,0.3,0.8,1.3,4
2826,Dikembe Mutombo,2-Jul,245lb,1196,997,30.8,3.5,6.7,0.518,0,0,0,3.5,6.7,0.518,0.518,2.8,4.1,0.684,3.2,7.1,10.3,1,0.4,2.8,1.8,2.8,9.8
2827,Martin Muursepp,9-Jun,235lb,83,7,11.5,1.7,3.9,0.425,0.2,0.7,0.323,1.4,3.1,0.45,0.457,1.1,1.7,0.693,1,1.2,2.2,0.6,0.5,0.3,0.6,1.9,4.7
2828,Pete Myers,6-Jun,180lb,377,100,16,1.8,4.2,0.421,0.1,0.4,0.219,1.7,3.8,0.442,0.431,1.2,1.8,0.668,0.6,1.2,1.8,2.1,0.7,0.2,1.2,1.8,4.8
