ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3374,Rich Peek,11-Jun,230lb,51,,14.9,2,4.1,0.483,0,0,,2,4.1,0.483,0.483,0.7,1.3,0.538,,,3.9,0.4,,,1,1.8,4.6
3375,Anthony Peeler,4-Jun,208lb,827,296,24.7,3.7,8.8,0.427,1.1,3,0.384,2.6,5.8,0.449,0.492,1.1,1.3,0.799,0.7,1.9,2.6,2.4,0.9,0.2,1.2,2,9.7
3376,George Peeples,7-Jun,190lb,309,,22.4,3,6.8,0.441,0,0,0,3,6.8,0.443,0.441,2.1,3.2,0.639,2.6,5,7.3,1,,,1.6,2.6,8.1
3377,Nikola Pekovic,11-Jun,307lb,271,194,24.9,4.8,9.4,0.518,0,0,,4.8,9.4,0.518,0.518,2.9,3.8,0.76,3,3.7,6.7,0.7,0.5,0.6,1.5,2.3,12.6
3378,Jake Pelkington,6-Jun,220lb,54,,,3.6,8.7,0.412,,,,3.6,8.7,0.412,0.412,3.9,4.9,0.79,,,,2.4,,,,4,11.1
3379,Sam Pellom,9-Jun,225lb,196,4,14.9,1.8,3.9,0.464,0,0,0,1.8,3.8,0.465,0.464,0.8,1.1,0.724,1.2,2.3,3.5,0.5,0.5,0.8,0.9,2.4,4.4
3380,Mike Penberthy,3-Jun,185lb,56,0,15.4,1.7,4,0.415,1,2.5,0.396,0.7,1.5,0.447,0.538,0.6,0.6,0.886,0.2,1,1.2,1.3,0.4,0,0.6,1,4.9
3381,Jerry Pender,2-Jun,185lb,11,,6.2,0.7,2.7,0.267,0.1,0.3,0.333,0.6,2.5,0.259,0.283,0.9,1.2,0.769,0.3,0.2,0.5,0.4,0.5,0,0.8,1,2.5
3382,Desmond Penigar,7-Jun,245lb,10,0,8.9,1.4,2.8,0.5,0,0,,1.4,2.8,0.5,0.5,0.4,0.4,1,0.6,1.8,2.4,0.3,0.2,0.2,0.6,1.4,3.2
3383,Kirk Penney,5-Jun,220lb,6,0,5,0.3,1.5,0.222,0.2,0.7,0.25,0.2,0.8,0.2,0.278,0,0,,0,0.3,0.3,0.3,0.2,0,0.8,0.2,0.8
3384,Mike Peplowski,10-Jun,270lb,68,19,10.4,1.2,2.2,0.556,0,0,0,1.2,2.2,0.56,0.556,0.4,0.7,0.531,0.8,1.8,2.6,0.4,0.3,0.4,0.6,2.2,2.9
3385,Will Perdue,Jul-00,240lb,792,223,15.6,1.9,3.7,0.515,0,0,0.067,1.9,3.7,0.518,0.516,0.9,1.5,0.577,1.8,3.2,4.9,0.8,0.3,0.7,1,2,4.7
3386,Kendrick Perkins,10-Jun,270lb,781,565,22,2.2,4.1,0.53,0,0,0,2.2,4.1,0.532,0.53,1,1.7,0.594,1.7,4.1,5.8,1,0.3,1.2,1.6,2.7,5.4
3387,Sam Perkins,9-Jun,235lb,1286,757,28.5,4.3,9.3,0.459,0.7,1.8,0.362,3.6,7.5,0.482,0.494,2.7,3.3,0.811,1.8,4.2,6,1.5,0.9,0.7,1.2,2.5,11.9
3388,Warren Perkins,3-Jun,190lb,126,,,2.1,6.7,0.309,,,,2.1,6.7,0.309,0.309,1.9,3.1,0.618,,,4.8,2,,,,3.9,6.1
3389,Kosta Perovic,2-Jul,240lb,7,0,5.4,0.4,1.4,0.3,0,0,,0.4,1.4,0.3,0.3,0.6,0.9,0.667,0.9,1,1.9,0.1,0,0.3,0.1,0.9,1.4
3390,Aulcie Perry,10-Jun,210lb,21,,19.8,3.9,8.9,0.435,0,0,0,3.9,8.8,0.438,0.435,0.9,1.4,0.633,1.9,3.1,5,1,0.6,0.8,1.6,2.8,8.6
3391,Curtis Perry,7-Jun,220lb,480,,28.5,4,8.7,0.455,,,,4,8.7,0.455,0.455,1.6,2.3,0.699,3.2,6.1,8.8,1.9,1.2,0.9,1.4,3.5,9.5
3392,Elliot Perry,Jun-00,150lb,549,133,17.3,2.5,5.4,0.459,0.3,0.7,0.359,2.2,4.7,0.474,0.483,1.1,1.4,0.783,0.3,1,1.4,3.1,1,0,1.4,1.3,6.3
3393,Ron Perry,3-Jun,190lb,187,,26.9,4.5,11.8,0.382,0.7,2.2,0.343,3.8,9.7,0.391,0.414,2.1,3,0.702,0.9,1.6,2.8,2.2,,,2.3,2.6,11.9
3394,Tim Perry,9-Jun,200lb,481,225,19.6,2.7,5.6,0.485,0.2,0.6,0.318,2.5,5,0.504,0.501,1.2,1.8,0.648,1.5,2.5,4,0.9,0.5,0.9,1,1.7,6.8
3395,Chuck Person,8-Jun,220lb,943,622,30.7,5.9,12.9,0.458,1.3,3.6,0.362,4.6,9.3,0.495,0.508,1.6,2.2,0.723,1.2,3.8,5.1,2.8,0.7,0.2,2.1,2.7,14.7
3396,Wesley Person,6-Jun,195lb,733,454,28.3,4.3,9.3,0.457,1.6,3.8,0.418,2.7,5.6,0.484,0.541,1.1,1.4,0.778,0.6,2.7,3.3,1.7,0.8,0.3,0.9,1.3,11.2
3397,Jim Petersen,10-Jun,235lb,491,208,20,2.8,5.7,0.486,0,0.1,0.071,2.8,5.7,0.49,0.486,1.3,1.8,0.725,1.6,3.2,4.8,1,0.4,0.7,1.3,2.8,6.9
3398,Loy Petersen,5-Jun,205lb,69,,7.7,1.1,2.9,0.387,,,,1.1,2.9,0.387,0.387,0.7,1,0.682,,,1,0.7,,,,0.9,2.9
3399,Bob Peterson,5-Jun,210lb,103,,13,1.8,4.7,0.386,,,,1.8,4.7,0.386,0.386,1,1.6,0.669,,,3.8,0.8,,,,2.1,4.7
3400,Ed Peterson,9-Jun,220lb,115,,,2.6,6.7,0.384,,,,2.6,6.7,0.384,0.384,1.8,2.9,0.627,,,5.4,0.9,,,,3.4,7
3401,Mel Peterson,4-Jun,185lb,134,,17.6,3.5,7.9,0.442,0.1,0.3,0.225,3.4,7.6,0.45,0.446,0.7,0.8,0.82,1.2,2.1,4.7,1.2,,,1.2,1.7,7.7
3402,Morris Peterson,7-Jun,218lb,711,488,27.2,3.9,9.2,0.418,1.4,3.8,0.373,2.4,5.4,0.45,0.495,1.6,2,0.773,0.8,2.7,3.5,1.5,0.9,0.2,1,2.3,10.7
3403,Geoff Petrie,4-Jun,190lb,446,,37.6,8.9,19.5,0.455,,,,8.9,19.5,0.455,0.455,4,5,0.805,0.6,2,2.8,4.6,1.1,0.1,,2.4,21.8
3404,Johan Petro,Jul-00,247lb,473,139,15.4,2.1,4.5,0.462,0,0,0.154,2.1,4.4,0.464,0.462,0.5,0.8,0.678,1.1,2.7,3.9,0.5,0.4,0.5,0.8,2.4,4.7
3405,Drazen Petrovic,5-Jun,195lb,290,149,26.4,5.9,11.6,0.506,0.9,2,0.437,5,9.6,0.52,0.544,2.7,3.3,0.841,0.8,1.5,2.3,2.4,0.9,0.1,2.1,2.6,15.4
3406,Richard Petruska,10-Jun,260lb,22,0,4.2,0.9,2.1,0.435,0.3,0.7,0.467,0.6,1.4,0.419,0.511,0.3,0.4,0.75,0.4,1,1.4,0,0.1,0.1,0.7,0.7,2.4
3407,Bob Pettit,9-Jun,205lb,792,,38.8,9.3,21.3,0.436,,,,9.3,21.3,0.436,0.436,7.8,10.3,0.761,,,16.2,3,,,,3.2,26.4
3408,Jerry Pettway,3-Jun,185lb,87,,21.1,3.7,11,0.339,0.2,0.7,0.258,3.6,10.3,0.345,0.348,1.4,2.2,0.653,1.2,1.5,3.5,1.4,,,1.1,1.7,9.1
3409,Roger Phegley,6-Jun,205lb,345,13,16.8,3.5,7.5,0.47,0.1,0.3,0.253,3.5,7.2,0.478,0.475,1.6,1.9,0.834,0.8,1.2,2,1.4,0.5,0.1,1.2,2,8.7
3410,Jack Phelan,5-Jun,195lb,55,,,1.6,4.9,0.325,,,,1.6,4.9,0.325,0.325,0.9,1.6,0.578,,,,1,,,,2.7,4.1
3411,James Phelan,1-Jun,175lb,4,,8.3,0,1.5,0,,,,0,1.5,0,0,0.8,1.5,0.5,,,1.3,0.5,,,,2.3,0.8
3412,Derrick Phelps,4-Jun,181lb,3,0,1.7,0,0.3,0,0,0,,0,0.3,0,0,0,0.7,0,0,0,0,0.3,0,0,0,1,0
3413,Michael Phelps,4-Jun,180lb,132,24,10.4,1.5,3.6,0.416,0,0.2,0.091,1.5,3.4,0.432,0.418,0.6,0.9,0.639,0.3,0.7,1.1,1,0.5,0,0.7,1.1,3.6
3414,Andy Phillip,2-Jun,195lb,701,,32.2,3.3,9,0.368,,,,3.3,9,0.368,0.368,2.5,3.6,0.695,,,4.4,5.4,,,,2.7,9.1
3415,Eddie Phillips,7-Jun,225lb,48,0,8.7,1.2,2.9,0.406,0,0,0,1.2,2.8,0.412,0.406,0.8,1.2,0.678,0.6,1,1.6,0.6,0.3,0.2,1,1.2,3.2
3416,Gary Phillips,3-Jun,189lb,348,,19.9,2.7,7.2,0.37,,,,2.7,7.2,0.37,0.37,1.3,2.1,0.629,,,2.6,1.9,,,,2.4,6.7
3417,Gene Phillips,4-Jun,175lb,31,,5.9,1,2.6,0.37,0.2,0.6,0.35,0.7,2,0.377,0.414,0.4,0.5,0.786,0.1,0.5,0.7,0.5,,,0.3,0.8,2.5
3418,Bobby Phills,5-Jun,210lb,467,379,28.7,4.2,9.5,0.443,0.7,1.9,0.39,3.5,7.6,0.456,0.482,1.9,2.6,0.738,0.9,2.3,3.1,2.7,1.3,0.3,1.5,2.4,11
3419,Eric Piatkowski,7-Jun,215lb,789,250,18.5,2.6,6,0.434,1.1,2.7,0.399,1.5,3.2,0.464,0.526,1.2,1.5,0.839,0.6,1.5,2.2,1,0.5,0.1,0.8,1.5,7.5
3420,Walter Piatkowski,8-Jun,220lb,157,,20.1,3.9,9.6,0.409,0.2,0.8,0.288,3.7,8.8,0.421,0.422,1.2,1.6,0.772,1.6,2.3,3.9,0.6,,,1.1,2.6,9.3
3421,Paul Pierce,7-Jun,235lb,1324,1279,34.5,6.5,14.7,0.445,1.6,4.4,0.369,4.9,10.3,0.478,0.5,5.2,6.5,0.807,0.8,4.8,5.7,3.5,1.3,0.6,2.7,2.7,19.9
3422,Ricky Pierce,4-Jun,205lb,969,269,24.4,5.6,11.3,0.493,0.3,0.9,0.322,5.3,10.3,0.509,0.507,3.5,4,0.875,0.9,1.5,2.4,1.9,0.8,0.2,1.5,2.3,14.9
3423,Stan Pietkiewicz,5-Jun,200lb,96,,11.1,1.6,3.4,0.458,0.3,0.9,0.333,1.3,2.5,0.502,0.502,0.5,0.6,0.806,0.4,0.6,1,1.8,0.4,0.1,0.8,0.9,3.9
3424,Mickael Pietrus,6-Jun,215lb,557,172,21.5,2.9,6.9,0.425,1.2,3.4,0.355,1.7,3.4,0.495,0.514,1.3,1.9,0.665,0.8,2.3,3.1,0.8,0.7,0.4,1,2.3,8.3
3425,John Pilch,3-Jun,185lb,9,,4.6,0.1,1.1,0.1,,,,0.1,1.1,0.1,0.1,0.3,0.7,0.5,,,1,0.2,,,,1.1,0.6
3426,Ed Pinckney,9-Jun,195lb,793,335,19.8,2.4,4.5,0.535,0,0,0,2.4,4.5,0.538,0.535,2,2.6,0.765,1.9,3.1,5,0.9,0.8,0.5,1.1,1.9,6.8
3427,Kevinn Pinkney,10-Jun,245lb,6,0,16.7,2,4.5,0.444,0.2,0.3,0.5,1.8,4.2,0.44,0.463,1,1.5,0.667,1.2,1.3,2.5,0.8,0.5,0.5,0.7,2,5.2
3428,John Pinone,8-Jun,230lb,7,0,9.3,1,1.9,0.538,0,0,,1,1.9,0.538,0.538,0.9,1.4,0.6,0,1.4,1.4,0.4,0.3,0.1,0.7,1.6,2.9
3429,Dave Piontek,6-Jun,230lb,413,,18.5,2.9,7.4,0.391,,,,2.9,7.4,0.391,0.391,1.4,2.1,0.652,,,4.3,1.2,,,,2,7.2
3430,Tom Piotrowski,1-Jul,240lb,18,0,4.3,0.7,1.4,0.462,0,0,,0.7,1.4,0.462,0.462,0.3,0.3,1,0.3,0.6,0.9,0.3,0.1,0.2,0.3,1.2,1.7
3431,Scottie Pippen,8-Jun,210lb,1178,1053,34.9,6.3,13.3,0.473,0.8,2.5,0.326,5.5,10.8,0.507,0.504,2.7,3.8,0.704,1.8,4.6,6.4,5.2,2,0.8,2.8,2.8,16.1
3432,Charles Pittman,8-Jun,220lb,234,28,14.1,1.6,3,0.546,0,0,0,1.6,2.9,0.55,0.546,1.3,1.8,0.711,1.2,1.9,3.1,0.9,0.3,0.3,1.3,1.9,4.5
3433,Dexter Pittman,11-Jun,308lb,50,6,6.9,1,2.2,0.45,0,0,,1,2.2,0.45,0.45,0.4,0.7,0.545,0.8,1,1.8,0.2,0.2,0.2,0.4,1.7,2.3
3434,Zoran Planinic,7-Jun,195lb,148,10,10.7,1.3,3.3,0.405,0.3,0.9,0.289,1.1,2.4,0.447,0.443,0.9,1.3,0.677,0.3,1,1.3,1.1,0.4,0,0.8,1.6,3.8
3435,Tibor Pleiss,3-Jul,256lb,12,0,6.8,0.9,2.1,0.44,0,0.2,0,0.9,1.9,0.478,0.44,0.2,0.2,1,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2
3436,Marshall Plumlee,Jul-00,250lb,2,0,12.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,1,1.5,0.667,0.5,2.5,3,0.5,0.5,0,0,1.5,2
3437,Mason Plumlee,11-Jun,245lb,258,173,22.3,3.3,5.8,0.564,0,0,0,3.3,5.8,0.569,0.564,2.1,3.6,0.577,2,4.3,6.3,1.8,0.8,0.9,1.5,2.7,8.6
3438,Miles Plumlee,11-Jun,249lb,245,130,17.5,2.4,4.5,0.532,0,0,,2.4,4.5,0.532,0.532,0.6,1.1,0.563,1.8,3.3,5,0.4,0.5,0.9,0.9,1.7,5.4
3439,Gary Plummer,9-Jun,215lb,126,0,11.4,1.6,3.7,0.43,0,0.1,0.143,1.6,3.6,0.435,0.432,1.1,1.5,0.717,0.8,1.6,2.4,0.5,0.2,0.2,1,2.1,4.2
3440,Pavel Podkolzin,5-Jul,260lb,6,0,4.7,0,0.3,0,0,0,,0,0.3,0,0,0.7,1.3,0.5,0,1.5,1.5,0,0,0.2,0.7,0.7,0.7
3441,Jakob Poeltl,Jul-00,248lb,11,2,13.2,1.2,2.6,0.448,0,0,,1.2,2.6,0.448,0.448,0.7,1.2,0.615,1.8,1.9,3.7,0.4,0.5,0.5,0.4,2.7,3.1
3442,Dwayne Polee,5-Jun,180lb,1,0,6,1,4,0.25,0,3,0,1,1,1,0.25,0,0,,0,0,0,0,1,0,1,3,2
3443,Jim Pollard,4-Jun,185lb,438,,35.4,5.2,14.6,0.36,,,,5.2,14.6,0.36,0.36,2.7,3.5,0.75,,,7.8,3.2,,,,2.6,13.2
3444,Scot Pollard,11-Jun,265lb,506,99,16.5,1.7,3.4,0.494,0,0,0,1.7,3.4,0.494,0.494,1,1.4,0.709,1.8,2.9,4.6,0.4,0.6,0.7,0.6,2.3,4.4
3445,Ralph Polson,7-Jun,200lb,49,,16.5,1.3,3.7,0.363,,,,1.3,3.7,0.363,0.363,1.2,2,0.635,,,4.3,0.5,,,,2.1,3.9
3446,Olden Polynice,11-Jun,220lb,1058,658,23.5,3.4,6.7,0.505,0,0,0.192,3.4,6.6,0.507,0.506,1.1,2,0.535,2.6,4.1,6.7,0.7,0.5,0.6,1.1,2.7,7.8
3447,Cliff Pondexter,9-Jun,233lb,197,,14.5,1.5,3.7,0.416,,,,1.5,3.7,0.416,0.416,0.9,1.4,0.667,1.1,2.6,3.8,1.1,0.4,0.3,0.7,1.4,3.9
3448,Quincy Pondexter,7-Jun,220lb,279,47,18.1,1.9,4.5,0.424,0.7,2,0.365,1.2,2.5,0.472,0.506,0.7,1,0.732,0.7,1.4,2,0.8,0.4,0.2,0.6,1.5,5.3
3449,David Pope,7-Jun,220lb,33,0,6.2,0.8,2.2,0.356,0,0.1,0.5,0.8,2.2,0.352,0.363,0.3,0.5,0.529,0.5,0.4,0.9,0.3,0.2,0.1,0.3,1.2,1.9
