ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
4439,Stan Washington,4-Jun,190lb,1,,4,0,1,0,,,,0,1,0,0,0,0,,0,0,0,0,0,0,,1,0
4440,Trooper Washington,7-Jun,215lb,426,,31.1,4.4,8.3,0.532,0,0,0.333,4.4,8.3,0.533,0.532,1.7,2.8,0.615,3.8,6.2,10,2.4,,,2.5,3.4,10.6
4441,Wilson Washington,9-Jun,227lb,100,,17,3.2,6.4,0.497,,,,3.2,6.4,0.497,0.497,1,1.6,0.605,1.4,3.1,4.5,0.6,0.5,1,1.6,2.6,7.3
4442,Darryl Watkins,11-Jun,258lb,14,0,12.1,0.9,2.1,0.414,0,0,,0.9,2.1,0.414,0.414,0.8,1.6,0.478,0.9,1.9,2.8,0.2,0.5,0.4,1.1,1.6,2.5
4443,Bobby Watson,Jun-00,160lb,63,,11.1,1.1,3.5,0.323,,,,1.1,3.5,0.323,0.323,0.5,0.7,0.689,,,1.4,1.3,,,,1.1,2.8
4444,C.J. Watson,2-Jun,175lb,557,95,20.3,2.6,6.1,0.42,0.8,2.1,0.38,1.8,4,0.441,0.485,1.4,1.8,0.808,0.4,1.6,2,2.5,0.9,0.1,1.1,1.5,7.4
4445,Earl Watson,1-Jun,195lb,878,227,22.2,2.4,5.9,0.411,0.6,1.8,0.324,1.8,4.1,0.449,0.46,1,1.4,0.703,0.5,1.7,2.3,4.4,1,0.2,1.8,2,6.4
4446,Jamie Watson,7-Jun,190lb,102,7,12.2,1.2,2.6,0.468,0.1,0.4,0.316,1.1,2.3,0.494,0.491,0.6,0.8,0.694,0.4,1.1,1.5,1.1,0.6,0.2,0.9,1.5,3.2
4447,Ron Watts,6-Jun,210lb,28,,3.3,0.4,1.6,0.261,,,,0.4,1.6,0.261,0.261,0.6,0.8,0.696,,,1.4,0.1,,,,0.6,1.4
4448,Samuel Watts,3-Jun,185lb,54,,12,2,5.3,0.38,0.3,0.8,0.341,1.8,4.6,0.386,0.404,0.9,1.2,0.731,0.8,1,1.8,0.8,,,1.3,2,5.2
4449,Slick Watts,1-Jun,175lb,437,,26.3,3.7,8.9,0.413,,,,3.7,8.9,0.413,0.413,1.6,2.7,0.597,1,2.2,3.2,6.1,2.2,0.3,1.8,3,8.9
4450,Maalik Wayns,2-Jun,200lb,29,1,7.3,0.9,3.1,0.3,0.2,1.1,0.226,0.7,2,0.339,0.339,0.6,0.7,0.895,0,0.3,0.3,1,0.3,0,0.5,1,2.7
4451,David Wear,10-Jun,230lb,2,0,3.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,1,0,1,0.5,0,0,0,0.5,0
