ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2354,Alton Lister,Jul-00,240lb,953,582,19.9,2.6,5.1,0.512,0,0,0.111,2.6,5.1,0.513,0.512,1.3,2.2,0.597,1.9,4.4,6.3,1,0.4,1.5,1.5,3.3,6.6
2355,Samuel Little,Jun-00,180lb,3,,3.7,0.7,1.3,0.5,0,0.3,0,0.7,1,0.667,0.5,0.3,0.3,1,0,0.3,0.3,0.7,,,0.3,1.3,1.7
2356,Gene Littles,Jun-00,160lb,450,,25.1,3.6,7.5,0.476,0.1,0.2,0.24,3.5,7.3,0.484,0.48,1.8,2.5,0.738,1.3,2,3.3,3,1.2,0.1,1.4,2.3,9
2357,Randy Livingston,4-Jun,209lb,203,19,13.2,1.5,3.7,0.406,0.2,0.5,0.351,1.3,3.2,0.414,0.429,0.6,0.8,0.771,0.4,1,1.4,2,0.6,0.2,1.1,1.5,3.8
2358,Shaun Livingston,7-Jun,192lb,644,181,21.9,2.7,5.6,0.479,0,0.1,0.188,2.7,5.5,0.485,0.481,1.2,1.6,0.792,0.6,1.9,2.5,3.3,0.8,0.4,1.4,1.9,6.7
2359,Ron Livingstone,10-Jun,220lb,117,,,2.3,8,0.286,,,,2.3,8,0.286,0.286,1.7,2.4,0.692,,,4.7,1.9,,,,4.1,6.3
2360,Horacio Llamas Grey,11-Jun,285lb,28,2,5.1,0.8,1.8,0.469,0,0.1,0.333,0.8,1.6,0.478,0.48,0.4,0.6,0.611,0.3,1,1.3,0.2,0.4,0.3,0.7,1.4,2.1
2361,Bobby Lloyd,2-Jun,184lb,125,,18.8,2.9,7.1,0.407,0.1,0.3,0.385,2.8,6.8,0.408,0.415,3.1,3.6,0.872,0.4,1.3,1.8,1.8,,,1.4,2.3,9
2362,Chuck Lloyd,8-Jun,220lb,14,,8.4,1.6,3.6,0.451,0,0,,1.6,3.6,0.451,0.451,1.4,2.1,0.667,1,0.8,1.8,0.4,,,0.1,1.8,4.7
2363,Earl Lloyd,5-Jun,200lb,560,,26.2,3.2,8.8,0.356,,,,3.2,8.8,0.356,0.356,2.1,2.7,0.75,,,6.4,1.4,,,,3.7,8.4
2364,Lewis Lloyd,6-Jun,205lb,388,260,24.2,5.6,10.7,0.524,0,0.1,0.213,5.6,10.6,0.528,0.525,2,2.6,0.771,1.3,1.8,3.1,2.9,0.9,0.3,2.1,2.1,13.2
2365,Scott Lloyd,10-Jun,230lb,372,17,15.2,1.7,4.1,0.425,0,0,0.286,1.7,4.1,0.426,0.426,1.1,1.5,0.718,1.1,1.9,3,1,0.3,0.2,1,2.2,4.6
2366,Riney Lochmann,6-Jun,215lb,170,,13,1.7,4.3,0.405,0,0.1,0.313,1.7,4.2,0.408,0.409,0.8,1.3,0.606,1.1,1.7,2.7,0.8,,,0.7,1.8,4.3
2367,Bob Lochmueller,5-Jun,185lb,62,,12.9,1.3,4,0.322,,,,1.3,4,0.322,0.322,1.2,2,0.607,,,2.6,0.8,,,,2.3,3.7
2368,Rob Lock,9-Jun,225lb,20,0,5.5,0.5,1.6,0.281,0,0,,0.5,1.6,0.281,0.281,0.6,0.8,0.8,0.7,0.9,1.6,0.2,0.2,0.2,0.7,0.8,1.5
2369,Darrell Lockhart,9-Jun,245lb,2,0,7,1,1,1,0,0,,1,1,1,1,0,0,,0,1.5,1.5,0,0,0,1,2.5,2
2370,Ian Lockhart,8-Jun,240lb,1,0,2,1,1,1,0,0,,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,4
2371,Kevin Loder,6-Jun,205lb,148,26,14.1,2.5,5.3,0.461,0,0.2,0.261,2.4,5.2,0.467,0.465,0.9,1.4,0.695,0.8,1.5,2.3,1.2,0.5,0.3,1,1.8,5.9
2372,Don Lofgran,5-Jun,200lb,209,,23.1,2.1,6.3,0.329,,,,2.1,6.3,0.329,0.329,1.9,2.7,0.692,,,3.9,1,,,,2.3,6.1
2373,Henry Logan,Jun-00,180lb,108,,22.3,4.2,8.9,0.466,0,0.1,0.143,4.1,8.9,0.469,0.467,3.3,4.7,0.705,1.3,2.1,3.5,2.3,,,2.3,3,11.6
2374,John Logan,2-Jun,175lb,258,,,4.4,14,0.312,,,,4.4,14,0.312,0.312,3.7,4.8,0.767,,,4.5,3,,,,2.9,12.4
2375,Brad Lohaus,11-Jun,230lb,656,116,15.8,2.4,5.3,0.44,0.6,1.7,0.361,1.8,3.7,0.475,0.496,0.6,0.8,0.733,0.7,2.1,2.8,1.1,0.5,0.8,0.8,2,5.9
