ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
223,Andrew Darko,59,8,0.5,1.5,0.333,0.2,0.4,0.409,0.4,1.2,0.309,0.1,0.2,0.357,0.8,0.4,0.2,0.1,0.4,0.8,1.5
224,Paul Darkwa,26,5,0.4,1.1,0.393,0.4,1.1,0.393,0,0,,0.2,0.5,0.429,1.4,0,0,0.4,0.4,1.2,1.1
225,Will Darley,81,23.8,2.8,6,0.467,1.8,3.3,0.532,1,2.7,0.387,1.2,1.6,0.787,3.1,1.3,0.4,0.2,1.5,1.4,7.9
226,Alton Darling,4,,0.5,1.8,0.286,0,0,,0.5,1.8,0.286,0,0,,1,0.5,0.3,0,,,1.5
227,Cole Darling,114,19.8,2.5,6,0.415,1.9,4.4,0.441,0.6,1.6,0.346,1.8,2.4,0.766,3.5,0.7,0.8,0.3,1.2,2.6,7.4
228,Dante Darling,21,,2,3.3,0.594,2,3.3,0.594,0,0,,0.5,1.4,0.367,1.8,0.1,0.4,0.1,,,4.4
229,Nate Darling,7,6.1,0.7,1.1,0.625,0.1,0.3,0.5,0.6,0.9,0.667,0,0,,0.1,0.3,0,0,0.7,0.6,2
230,Renard Darling,12,,0.3,0.7,0.375,0.3,0.7,0.375,0,0,,0.1,0.2,0.5,0.5,0,0,0,,,0.6
231,Ryan Darling,33,13.1,0.6,1.2,0.526,0.6,1.2,0.526,0,0,,0.2,0.2,0.625,2.9,0.2,0.2,0.4,0.4,1.8,1.4
232,Chris Darnell,109,,1.2,3.2,0.384,1,2,0.473,0.3,1.1,0.226,0.6,0.9,0.711,2.9,1,0.2,0.3,1.5,,3.3
233,Matt Darnell,13,6.7,0.4,1.5,0.263,0.2,1,0.231,0.2,0.5,0.333,0.2,0.5,0.429,1,0.1,0.3,0.2,0.5,0.7,1.2
234,Linc Darner,34,,0.8,2.6,0.31,0.2,0.8,0.308,0.6,1.8,0.311,0.1,0.2,0.375,1.2,1.2,0.4,0,,,2.2
235,Tige Darner,114,,3.9,8.7,0.448,2.4,4.9,0.494,1.5,3.8,0.39,1.9,3,0.636,4.1,1.9,0.8,0.1,,,11.2
236,Brandon Darnton,17,,0.1,0.2,0.667,0.1,0.1,1,0.1,0.1,0.5,0.1,0.2,0.333,0.1,0.2,0.1,0,,,0.4
237,Michael Darrett,61,,2.1,4.8,0.442,1.6,3,0.519,0.6,1.8,0.315,1.2,2,0.607,2.7,3.8,1.7,0.1,,,6
238,Ron Darrett,52,,4.4,11,0.396,3.4,7.7,0.439,1,3.3,0.297,1.3,1.8,0.71,3.4,1.2,1.6,0.8,,,11
239,Michael Darring,4,,0.3,0.8,0.333,0.3,0.5,0.5,0,0.3,0,0.5,0.5,1,1.5,0.5,0,0,,,1
240,Mack Darrow,96,17.7,1.6,3.8,0.416,0.8,1.6,0.49,0.8,2.1,0.358,1,1.3,0.748,2.6,1.6,0.3,0.2,0.6,1.4,4.8
241,Kendall Dartez,60,,1.8,4.1,0.449,1.8,3.8,0.48,0,0.3,0.1,1.3,1.8,0.706,4,1,0.5,1.1,,,5
242,Jordan Dartis,38,32.1,3.3,6.9,0.475,0.9,1.9,0.479,2.4,5,0.474,1.8,2,0.896,2.4,1.3,0.8,0.1,1,1.8,10.8
243,Jerrad Darty,1,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,,,0
