ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
1501,Bernard Rock,68,,3.6,7.6,0.471,2.9,5.5,0.516,0.7,2.1,0.35,2.4,3.4,0.713,3,4.2,1.4,0.1,,,10.3
1502,Miles Rockafeler,7,0.6,0,0.1,0,0,0.1,0,0,0,,0,0.3,0,0,0.1,0,0,0.1,0.3,0
1503,Taylor Rocker,7,,1.3,5.6,0.231,1,4.3,0.233,0.3,1.3,0.222,0.4,0.9,0.5,2.9,0.4,0.3,0.9,,,3.3
1504,JuShay Rockett,25,,3.4,8.1,0.414,2.9,6.1,0.471,0.5,2,0.24,1.1,1.8,0.622,6.3,2.1,1.1,1,,,8.3
1505,Tony Rocklin,27,,0.9,1.6,0.545,0.9,1.5,0.585,0,0.1,0,0.3,0.5,0.538,1.4,0.4,0.3,0,,,2
1506,Max Rockmann,34,19.4,1.4,3.7,0.365,0.9,2.1,0.414,0.5,1.6,0.304,1,1.5,0.686,1.9,0.9,0.4,0,1.1,1.6,4.2
1507,Brent Rockwood,15,,0.4,0.9,0.429,0.3,0.5,0.571,0.1,0.5,0.286,0.3,0.5,0.625,0.3,0.4,0.1,0,,,1.3
1508,Matthew Rodden,2,3,0.5,3,0.167,0.5,2,0.25,0,1,0,0,1,0,1.5,0,0.5,0,0,0.5,1
1509,Jacoby Roddy,8,3.9,0.4,1,0.375,0.4,0.9,0.429,0,0.1,0,0.5,0.5,1,0.9,0.1,0.1,0.1,0.3,0.3,1.3
1510,Adam Rodenberg,42,3.6,0.7,1.6,0.463,0.7,1.3,0.518,0,0.3,0.182,0.3,0.6,0.5,1.1,0.1,0.3,0,0.8,0.3,1.8
1511,KC Rodenburg,9,1.9,0.4,1.2,0.364,0,0.2,0,0.4,1,0.444,0,0,,0.3,0.2,0,0,0.1,0.1,1.3
1512,Brad Roderick,1,,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,,0
1513,Ricardo Roderick,28,,2.8,6.8,0.408,1.9,4.6,0.415,0.9,2.2,0.393,1.9,2.3,0.813,4.3,1.7,1.2,0.7,,,8.3
1514,Terrence Roderick,8,,2.4,6.3,0.38,1.8,3.5,0.5,0.6,2.8,0.227,0.3,0.8,0.333,5.5,1.9,1,0,1.3,,5.6
1515,(unknown) Rodgers,1,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,,,0
1516,Adrian Rodgers,136,26.1,4.3,10.3,0.416,3.1,6.6,0.462,1.2,3.7,0.333,1.9,2.5,0.751,3.6,1.7,0.8,0.1,1.9,1.7,11.7
1517,Bilal Rodgers,56,,0.8,2.4,0.336,0.6,1.6,0.375,0.2,0.9,0.265,0.6,0.8,0.723,1.1,2.2,0.4,0,,,2.5
