ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
44,Aundre Jackson,10,24.8,6.6,8.8,0.75,6,7.8,0.769,0.6,1,0.6,2.4,3.9,0.615,4.8,1,0.9,0,1.6,1.2,16.2,12.075
789,Auraum Nuiriankh,99,15.4,1,3.2,0.323,0.5,1.3,0.409,0.5,1.9,0.263,0.7,1,0.725,2.7,1,0.3,0.2,1.1,1.9,3.3,3.079
225,Aurimas Majauskas,103,16.4,3.1,5.6,0.555,2.8,4.6,0.594,0.3,1,0.364,2.9,3.7,0.777,4.2,0.9,0.3,0.2,1.2,2.8,9.5,7.105
137,Ausar Madison,39,10.7,0.4,1.1,0.364,0.3,0.8,0.419,0.1,0.3,0.231,0.4,0.6,0.696,1.1,1.3,0.6,0,1,1.2,1.3,2.058
1676,Austen Awosika,9,22.1,2.4,4.9,0.5,2.3,4.3,0.538,0.1,0.6,0.2,0.9,1.8,0.5,3.1,1.7,1.1,0.2,0.9,1.7,5.9,6.101
155,Austin Adams,18,1.9,0.3,0.9,0.313,0.2,0.3,0.5,0.1,0.6,0.2,0.2,0.3,0.5,0.5,0.1,0.1,0.1,0.3,0.2,0.8,0.476
395,Austin Ajukwa,55,10.1,1,2.6,0.371,0.6,1.5,0.402,0.4,1.1,0.328,0.5,0.7,0.625,1.5,0.3,0.5,0.1,0.5,1.3,2.7,2.296
405,Austin Akers,60,24.9,1.2,3.5,0.348,0.9,2.2,0.391,0.4,1.3,0.273,0.4,0.7,0.615,1.8,3.1,0.7,0,1.1,1.3,3.2,4.703
495,Austin Alecxih,16,3.7,0.3,1.6,0.2,0.2,0.6,0.3,0.1,0.9,0.133,0.3,0.3,0.8,0.5,0.2,0.1,0,0.3,0.3,1,0.099
605,Austin Allen,25,8.4,0.8,2,0.38,0.8,2,0.388,0,0,0,0.7,1.3,0.545,2.1,0.1,0.5,0.2,0.4,1.6,2.2,2.455
962,Austin Anderson,81,24,1.4,4.1,0.331,0.8,1.8,0.419,0.6,2.3,0.261,0.5,0.7,0.733,2.3,2.4,0.6,0,1.4,1.1,3.9,4.063
1336,Austin Arians,106,28.2,3.3,7.9,0.423,1.4,2.5,0.562,1.9,5.4,0.358,1.1,1.4,0.796,3.3,1.2,0.7,0.1,0.9,1.7,9.8,6.679
3135,Austin Brown,59,13.5,1,2.6,0.368,0.6,1.3,0.481,0.3,1.3,0.256,0.5,0.9,0.529,1.8,0.5,0.2,0.4,0.6,0.6,2.7,2.248
3800,Austin Budke,40,11.3,0.6,1.4,0.386,0.5,1.1,0.432,0.1,0.3,0.231,0.8,1.1,0.733,1.7,0.4,0.2,0.1,0.6,1.8,2,2.108
3941,Austin Burgett,83,8.5,0.7,1.5,0.472,0.5,0.7,0.737,0.2,0.8,0.242,0.3,0.5,0.737,1.3,0.3,0.2,0.3,0.4,1.2,1.9,2.078
4011,Austin Burnette,9,11.3,0.7,2.4,0.273,0.4,1.4,0.308,0.2,1,0.222,0.2,0.2,1,2.6,0.8,0.2,0.3,0.6,1.2,1.8,2.88
521,Austin Carroll,83,10.5,0.7,2.2,0.343,0.2,0.5,0.366,0.6,1.7,0.336,0.2,0.3,0.586,1,0.7,0.2,0.1,0.7,1,2.3,1.702
1072,Austin Chatman,139,26.9,2.3,6,0.388,1.5,3.6,0.406,0.9,2.4,0.362,1.8,2.3,0.786,2.6,3.5,0.5,0,1.8,1.8,7.3,6.089
1786,Austin Colbert,47,6.6,0.6,1.3,0.492,0.6,1.1,0.5,0.1,0.1,0.429,0.2,0.5,0.478,1.5,0.1,0.1,0.1,0.2,1,1.5,2.066
2276,Austin Cooke,92,26,2.6,6.1,0.423,1.1,2.5,0.454,1.5,3.7,0.402,1.4,1.8,0.784,5.2,1.2,0.7,0.1,1,2.6,8.1,8.147
2294,Austin Cooley,64,15.8,1.2,3.7,0.333,0.6,1.5,0.404,0.6,2.2,0.283,0.3,0.6,0.513,1.6,0.5,0.5,0.4,0.7,0.8,3.4,2.237
2603,Austin Cox,42,8,0.6,1.4,0.474,0.5,0.8,0.559,0.2,0.5,0.348,0.3,0.4,0.647,1.5,0.2,0.5,0.1,0.5,0.5,1.7,2.42
2866,Austin Croshere,121,23.6,4.1,9.3,0.44,2.9,5.7,0.502,1.2,3.6,0.34,3.2,3.8,0.843,5.3,1,0.9,0.6,1.9,2,12.6,8.731
50,Austin Dahn,127,28.9,3,8.2,0.37,1.1,2.9,0.397,1.9,5.4,0.356,0.9,1.1,0.771,2.7,1.4,0.5,0.1,1.8,1.1,8.9,4.274
250,Austin Dassent,9,23.2,4.1,8.7,0.474,1.8,3.6,0.5,2.3,5.1,0.457,1.4,2.1,0.684,4.1,3.8,1,0,3.2,3.1,12,9.251
1556,Austin Donaldson,24,9,1,2,0.469,0.9,1.8,0.488,0.1,0.3,0.333,0.4,1,0.36,1.2,1.1,0.7,0,0.9,1.1,2.4,2.348
1930,Austin Dufault,136,23.7,3,6.4,0.473,2.6,5,0.518,0.4,1.4,0.308,1.5,2.2,0.655,3.9,0.9,0.6,0.3,1.1,2.2,7.9,6.144
56,Austin Eastman,33,2.4,0.1,0.4,0.154,0,0.1,0,0.1,0.3,0.2,0.2,0.3,0.7,0.4,0.2,0.1,0.1,0.2,0.2,0.4,0.578
735,Austin Etherington,115,10.4,0.8,1.8,0.429,0.4,0.7,0.565,0.3,1,0.333,0.6,0.7,0.744,1.7,0.4,0.4,0.1,0.6,1.7,2.4,2.48
43,Austin Falke,36,8.4,0.6,1.6,0.368,0.4,0.9,0.412,0.2,0.6,0.304,0,0.1,0.5,0.4,0.4,0.2,0,0.3,0.4,1.4,0.856
1026,Austin Fowler,20,6.6,0.5,1.6,0.29,0.4,1.2,0.304,0.1,0.4,0.25,0.1,0.1,1,0.8,0.3,0.3,0,0.2,1.1,1.1,1.099
1257,Austin Freeman,129,34.1,5,10,0.498,3.5,6.2,0.571,1.4,3.8,0.381,2.3,2.8,0.826,3.6,2.1,0.8,0.1,1.6,0.9,13.7,8.838
796,Austin Gillmann,56,14.9,1.2,2.8,0.426,0.8,1.5,0.518,0.4,1.3,0.319,0.3,0.6,0.594,1.9,0.9,0.2,0.4,0.8,1.9,3.1,3.093
120,Austin Haldorson,41,5.3,0.3,1,0.326,0.2,0.6,0.346,0.1,0.4,0.294,0.1,0.1,1,0.7,0.1,0.1,0.2,0.1,0.6,0.9,0.949
296,Austin Hamilton,105,22.8,2.8,6.6,0.424,2,4.1,0.489,0.8,2.6,0.321,1.5,2.3,0.657,2.2,2.9,0.9,0,1.7,1.8,7.9,5.446
707,Austin Harper,60,10.9,0.9,2.3,0.374,0.7,1.7,0.436,0.1,0.6,0.211,0.6,0.8,0.76,1,1.4,0.3,0,1,0.7,2.5,1.701
779,Austin Harriott,10,7.6,0.3,1,0.3,0.3,0.8,0.375,0,0.2,0,0.4,0.7,0.571,1,0,0.3,0,0.3,1.6,1,0.777
1746,Austin Henry,28,8.3,0.6,2,0.321,0.6,1.8,0.327,0.1,0.3,0.286,0.1,0.3,0.375,1.5,0.1,0.1,0.3,0.2,1.5,1.5,1.603
2057,Austin Hill,61,20.5,3.2,7.1,0.457,2.9,5.9,0.489,0.4,1.2,0.301,1.8,2.5,0.735,2.3,1.5,0.6,0.1,1.9,2,8.6,4.342
2488,Austin Hollins,141,27.5,3.2,7.4,0.43,1.9,3.7,0.521,1.3,3.8,0.342,1.7,2.1,0.779,3.2,2.1,1.5,0.4,1.4,1.8,9.4,7.868
2654,Austin Hood,6,6.8,0.8,2.2,0.385,0.5,1.2,0.429,0.3,1,0.333,0.5,0.8,0.6,0.5,0,0.2,0,0.3,0.8,2.5,0.54
2903,Austin Howard,10,16.6,2.6,5.4,0.481,1.3,2.9,0.448,1.3,2.5,0.52,0.4,0.7,0.571,2.2,0.4,0.5,0,0.9,1.3,6.9,4.37
913,Austin Johnson,79,9.9,1.2,3.4,0.37,0.7,1.7,0.397,0.6,1.6,0.341,0.5,0.8,0.631,1.4,0.7,0.3,0,0.9,0.2,3.6,2.061
139,Austin Karazsia,43,6.6,0.4,1.1,0.388,0.3,0.6,0.48,0.2,0.6,0.292,0.2,0.4,0.529,1.1,0.1,0.1,0.1,0.3,0.9,1.3,1.286
162,Austin Karrer,62,13.7,0.5,1.4,0.364,0.4,0.7,0.537,0.2,0.8,0.213,0.3,0.7,0.452,1.7,0.5,0.5,0.1,0.6,1.7,1.5,2.248
236,Austin Keel,124,13.6,1.6,4.2,0.381,0.9,1.8,0.535,0.7,2.5,0.272,0.7,1,0.732,1.6,0.6,0.4,0,0.7,0.8,4.6,2.4
460,Austin Kenon,105,30.7,5.2,12.6,0.418,1.9,3.9,0.495,3.3,8.7,0.384,3,3.7,0.814,3.1,2.8,1.3,0,2,1.2,16.8,9.262
606,Austin Kilpatrick,119,25.4,1.9,5.6,0.341,0.4,1.3,0.288,1.5,4.3,0.357,0.6,0.9,0.696,2.3,1.3,0.6,0.6,1.2,0.7,5.9,4.328
1334,Austin Kuemper,9,5.7,0.9,1.6,0.571,0.8,1.4,0.538,0.1,0.1,1,0.6,0.7,0.833,0.7,0.1,0,0.2,0.1,1.2,2.4,1.811
879,Austin Lewis,115,14,1.5,2.8,0.549,1.5,2.8,0.55,0,0,0,0.5,0.9,0.523,3.4,0.1,0.2,1.4,0.5,2,3.5,5.415
1396,Austin Loop,87,27,2.9,6.8,0.42,0.4,0.8,0.535,2.4,6,0.404,1.3,1.4,0.879,1.8,0.9,0.8,0.2,0.6,1.6,9.4,5.85
1636,Austin Luke,69,17.5,1.3,3.1,0.421,0.4,0.9,0.525,0.9,2.2,0.381,0.7,1,0.731,1.9,3.8,0.5,0,2.4,1.3,4.2,4.827
355,Austin Mankin,34,3.1,0.1,0.5,0.25,0.1,0.3,0.2,0.1,0.2,0.333,0.1,0.1,0.75,0.4,0.1,0,0,0.1,0.2,0.4,0.542
1249,Austin McBeth,20,1.6,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,0.2,0.1,0.1,0,0.3,0.3,0,-0.124
1264,Austin McBroom,130,27,3.5,8.8,0.401,1.6,3.9,0.403,2,4.9,0.4,2.4,2.9,0.832,2,2.4,0.8,0,1.8,1.5,11.5,6.074
2752,Austin Mills,73,8,0.5,1.7,0.315,0.3,0.6,0.447,0.3,1.1,0.238,0.6,0.8,0.733,0.5,0.7,0.2,0.1,0.7,0.7,2,1.006
3161,Austin Montgomery,8,4.5,1.3,1.6,0.769,1.1,1.5,0.75,0.1,0.1,1,0.6,0.8,0.833,1.5,0.3,0,0.1,0.5,0.6,3.3,2.771
3487,Austin Morgan,118,26.4,2.8,7.1,0.395,1.1,2.8,0.401,1.7,4.3,0.392,2.6,3.1,0.859,1.7,2.1,0.8,0.1,1.7,1.7,9.9,5.173
228,Austin Nehls,37,34.9,3.6,9.1,0.393,1.1,2.9,0.385,2.5,6.2,0.397,2.3,2.9,0.789,3.7,1.6,0.6,0.2,1.6,2,12,7.232
484,Austin Nichols,20,1.9,0.1,0.3,0.167,0.1,0.1,0.5,0,0.2,0,0,0.1,0,0.2,0.2,0.1,0,0.1,0.2,0.1,0.292
485,Austin Nichols,62,25.6,4.7,8.8,0.537,4.7,8.6,0.545,0,0.2,0.182,1.5,2.6,0.584,5,0.7,0.5,2.2,1.2,1.6,11,9.792
432,Austin Pauga,28,10,1,2.1,0.45,0.3,0.5,0.615,0.7,1.7,0.404,0.1,0.1,0.5,0.8,0.5,0.5,0.1,0.3,0.6,2.7,2.532
700,Austin Pennick,44,21.4,1.2,3,0.398,1.2,2.8,0.411,0,0.2,0.222,0.7,1.4,0.516,1.6,1.6,0.4,0,1,1.9,3.2,2.522
1768,Austin Price,103,29.2,3.7,9.1,0.407,1.9,4.4,0.436,1.8,4.7,0.379,1.7,2.3,0.742,2.8,1.7,1.4,0.4,1.5,2.4,10.8,6.957
32,Austin Quick,119,17.4,1.3,3.7,0.359,0.7,1.5,0.439,0.7,2.2,0.304,0.7,1,0.686,1.8,1.7,0.8,0.1,1.4,1.5,4,3.577
124,Austin Ramljak,60,29,3.2,8.2,0.391,0.5,1.3,0.427,2.7,7,0.385,1.1,1.6,0.716,2.2,1,0.6,0.1,0.9,2.4,10.3,5.305
334,Austin Reaves,10,13.5,2.2,3.8,0.579,0.8,1.2,0.667,1.4,2.6,0.538,1,1.4,0.714,2.2,1.6,0.7,0.2,0.5,1.1,6.8,7.006
883,Austin Richie,130,27.7,2.1,5.4,0.388,0.8,2.1,0.407,1.2,3.3,0.376,1.9,2.6,0.713,1.7,2.1,0.7,0.1,1.3,2.1,7.3,4.363
1080,Austin Rivers,34,33.2,5.1,11.8,0.433,3.4,7.1,0.477,1.7,4.7,0.365,3.6,5.4,0.658,3.4,2.1,1,0,2.3,2.2,15.5,6.917
1994,Austin Ruder,76,28.3,2.7,7.3,0.365,0.7,1.9,0.345,2,5.3,0.372,1,1.2,0.831,1.8,1.1,0.4,0,0.7,1.3,8.3,4.343
1929,Austin Smith,60,12.6,1.5,2.5,0.607,1.5,2.5,0.604,0,0,1,0.8,1.2,0.616,2.1,0.4,0.4,0.4,0.8,1.6,3.8,3.645
3200,Austin Stewart,122,15.2,1.7,3.4,0.496,1.4,2.5,0.557,0.3,0.9,0.333,1.2,1.6,0.735,3,0.4,0.8,0,0.9,1.4,4.9,4.529
1015,Austin Thornton,131,13.3,0.8,1.9,0.402,0.4,1,0.453,0.3,0.9,0.35,0.6,0.7,0.874,1.9,0.6,0.3,0.1,0.5,1.2,2.5,2.739
1115,Austin Tilghman,79,16.2,1.3,2.6,0.49,1.1,2.2,0.52,0.1,0.4,0.323,1.4,2.3,0.612,2.2,1.3,0.7,0,1.4,1.2,4,3.219
1135,Austin Tillotson,124,31.2,4,8.3,0.491,2.9,5.3,0.545,1.2,3,0.394,2,2.7,0.722,2.4,3.9,1.3,0,2,2.1,11.2,8.75
272,Austin Vereen,35,14.5,0.9,2.8,0.337,0.5,1.1,0.4,0.5,1.7,0.293,0.6,0.9,0.7,1.6,0.5,0.4,0.3,0.8,1.9,3,2.262
15,Austin Waddoups,16,8.3,0.6,1.7,0.37,0.2,0.7,0.273,0.4,1,0.438,0.1,0.3,0.4,0.9,0.7,0,0.1,0.4,1.1,1.8,1.44
1043,Austin Weiher,42,9.9,1.2,2.4,0.505,1,1.6,0.58,0.2,0.7,0.333,0.3,0.5,0.571,1.2,0.2,0.3,0,0.6,1.2,2.9,1.887
1330,Austin White,68,12.6,1.2,2.8,0.428,0.9,2,0.46,0.3,0.7,0.34,0.9,1.3,0.711,1.1,0.7,0.3,0,0.5,1,3.5,2.267
1827,Austin Williams,63,12.4,1,3,0.319,0.9,2.3,0.365,0.1,0.6,0.15,0.7,1.7,0.433,1.5,1.5,1,0,1.9,1.6,2.7,1.566
2814,Austin Witherill,22,1.4,0.1,0.5,0.182,0,0.1,0,0.1,0.4,0.222,0.1,0.1,1,0.2,0,0,0,0,0,0.4,0.124
2834,Austin Witter,132,24.8,2,5.2,0.391,1.2,2.4,0.506,0.8,2.8,0.292,0.5,0.9,0.496,4.6,1.7,0.8,1.4,1.7,2,5.3,7.363
508,Auston Barnes,30,7.7,0.3,0.8,0.36,0.3,0.8,0.333,0,0,1,0.3,0.4,0.818,1.2,0.2,0.2,0,0.2,1.1,0.9,1.44
509,Auston Barnes,63,31.9,3.1,7.5,0.414,1.9,4,0.474,1.2,3.5,0.345,1.8,2.1,0.841,5.2,1,0.9,0.4,1.4,2.3,9.2,7.995
762,Auston Evans,35,13.7,1.1,2.5,0.448,1.1,2.2,0.513,0,0.3,0,0.8,1.7,0.475,1.4,0.5,0.7,0.2,0.9,1.6,3,1.893
506,Austonn Lazoff,6,2.5,0.2,1,0.167,0.2,0.7,0.25,0,0.3,0,0.8,1,0.833,0.7,0.3,0.2,0,0.3,0.2,1.2,0.673
2560,Avery Bradley,34,29.5,4.7,10.8,0.432,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,2.9,2.1,1.3,0.5,1.5,2.4,11.6,7.168
3136,Avery Brown,15,5.4,0.7,1.9,0.345,0.3,0.9,0.286,0.4,1,0.4,0.1,0.5,0.25,0.9,0.4,0.3,0,0.3,0.1,1.9,1.36
1331,Avery Dingman,134,13.4,1.1,2.8,0.402,0.5,1,0.478,0.7,1.8,0.361,0.5,0.8,0.686,2,0.6,0.2,0.1,0.6,1.3,3.4,3.118
916,Avery Johnson,20,7.5,1.1,2.6,0.423,0.7,1.5,0.483,0.4,1.2,0.348,0.4,0.6,0.583,0.7,0.6,0.2,0.1,0.5,0.9,3,1.577
918,Avery Johnson,126,18.2,1.1,2.8,0.399,0.6,1.4,0.454,0.5,1.4,0.346,0.6,0.8,0.748,2,1,0.8,0.2,0.8,1.6,3.4,3.754
2158,Avery Jukes,90,10.6,0.9,2.1,0.442,0.7,1.4,0.476,0.3,0.7,0.379,0.6,1,0.609,1.3,0.1,0.2,0.2,0.3,0.9,2.7,2.112
1317,Avery Lomax,57,15.4,0.7,2.5,0.279,0.6,1.8,0.343,0.1,0.6,0.086,0.8,1.1,0.717,1.5,1.3,0.8,0,1.2,1.8,2.2,2.131
2342,Avery Merriex,70,18.3,0.5,1.3,0.418,0.4,1,0.42,0.1,0.3,0.409,0.3,0.4,0.643,0.8,0.7,0.3,0,0.6,0.8,1.5,1.338
3238,Avery Moore,117,23.8,3.1,8.8,0.353,1,2.4,0.426,2.1,6.4,0.327,1.1,1.3,0.817,1.7,1.5,1,0,1.5,1.4,9.4,4.079
367,Avery Patterson,26,7.4,0.9,2.4,0.387,0.5,0.9,0.5,0.5,1.5,0.316,0.5,0.8,0.65,0.9,0.6,0.4,0,1.1,1,2.8,1.345
3040,Avery Woodson,74,25.9,2.9,7.3,0.401,0.7,1.9,0.387,2.2,5.4,0.407,0.7,1,0.724,2.5,1.3,0.9,0.3,0.8,2.6,8.8,6.289
24,Averyl Ugba,9,31.6,4.9,8.1,0.603,4.9,8,0.611,0,0.1,0,2.2,3.9,0.571,10.8,0.8,1.4,1.2,1.6,2,12,15.981
1295,Avi Toomer,10,11.2,0.6,1.7,0.353,0.5,1,0.5,0.1,0.7,0.143,0.2,0.9,0.222,0.9,0.6,0.4,0.1,0.7,1,1.5,0.877
2545,Avry Holmes,101,27.7,3,7.2,0.41,1.3,3.1,0.43,1.6,4.1,0.395,2.5,3.2,0.781,2.3,2.2,0.9,0,1.4,1.6,10,6.051
255,Ayo Adedeji,3,2,0,1,0,0,0.3,0,0,0.7,0,1,1.3,0.75,1.7,0,0,0,0,0.3,1,1.042
294,Ayodeji Egbeyemi,117,25.1,2.6,6.5,0.399,1.8,4.1,0.449,0.8,2.4,0.316,1.3,1.9,0.668,3.8,1.2,0.7,0.3,1.3,1.6,7.3,5.674
619,Ayron Hardy,127,31.4,3.8,7.1,0.538,3.4,5.7,0.592,0.5,1.4,0.322,1.6,2.1,0.733,5.6,2,1.7,0.9,1.5,1.4,9.7,11.784
3353,Ayron Hutton,55,19.3,1.6,5.1,0.304,0.5,2.1,0.221,1.1,3.1,0.359,0.6,1,0.571,2.7,2.1,0.5,0,1.7,1.7,4.8,3.671
4,Aziz N'Diaye,102,23.1,2.9,5.3,0.55,2.9,5.3,0.551,0,0,0,1.3,3.1,0.413,7.3,0.3,0.4,1.1,1.5,2.7,7.1,8.71
1361,B.J. Armstrong,130,25.1,4.5,9.1,0.492,4.1,8,0.511,1.3,3,0.443,3.1,3.7,0.831,2,4,1.2,0.1,2,1.2,13.1,9.575
76,B.J. Bailey,46,18.6,1.6,3.6,0.451,0.8,1.7,0.443,0.8,1.8,0.459,1.1,1.5,0.725,2.4,0.9,0.6,0.4,0.8,1.8,5.2,4.838
869,B.J. Gladden,37,12.2,1.3,3.3,0.393,1.1,2.4,0.444,0.2,0.9,0.25,1.2,2.3,0.506,2.1,0.6,0.4,0.2,1,1.3,4,2.249
885,B.J. Glasford,72,14.9,1.4,4.2,0.323,0.8,2.2,0.375,0.5,2,0.266,0.5,0.8,0.633,1.8,0.9,0.5,0.1,0.9,1.6,3.8,2.15
2546,B.J. Holmes,130,27.9,2.1,5.4,0.388,0.7,1.8,0.372,1.4,3.6,0.396,2,2.5,0.797,2,1.8,0.8,0,1.1,1,7.6,5.101
660,B.J. Jenkins,131,27.4,3,7,0.425,1.6,3.1,0.502,1.4,3.8,0.363,1.8,2.2,0.829,3,2.8,1.4,0.1,2,1.1,9.1,7.553
921,B.J. Johnson,42,15.1,2,5.1,0.385,1.1,2.4,0.47,0.8,2.7,0.31,1,1.3,0.83,3.1,0.6,0.5,0.3,0.9,1.3,5.8,4.287
1962,B.J. McLaughlin,29,15.7,1.5,3.8,0.394,1.3,3,0.437,0.2,0.8,0.227,0.8,1.1,0.667,2.9,0.8,0.5,0.2,1.1,2.6,3.9,3.663
2575,B.J. Miller,40,16.2,1.2,3.1,0.402,1,1.8,0.571,0.2,1.3,0.173,0.6,0.9,0.657,2,1.7,0.6,0.1,1.3,1.4,3.3,3.273
2576,B.J. Miller,30,16.6,2,5.5,0.366,0.6,1.7,0.34,1.4,3.8,0.377,0.7,1,0.71,1,1.6,0.5,0.1,1.9,1.9,6.2,2.283
3159,B.J. Monteiro,121,28.6,3.9,8.5,0.462,3.2,6.3,0.513,0.7,2.2,0.313,1.6,3,0.531,3.8,1.7,0.7,0.7,1.4,1.9,10.1,7.077
1522,B.J. Porter,51,9.5,0.9,2.1,0.44,0.6,1.1,0.556,0.4,1.1,0.327,0.3,0.6,0.567,1.2,0.7,0.1,0.1,0.6,0.3,2.6,2.061
3312,B.J. Stith,22,11.3,1.1,3.5,0.321,0.9,2.5,0.352,0.3,1.1,0.25,1.1,1.2,0.889,1.5,0.5,0.2,0.1,0.7,0.6,3.6,1.821
188,B.J. Taylor,33,33,4.4,11.1,0.392,2.9,6.7,0.432,1.5,4.5,0.333,3.3,4.5,0.736,3.2,3,1,0.1,1.5,1.5,13.5,7.67
1794,B.J. Tyler,93,30.7,5.7,13,0.435,3.3,6.5,0.509,2.4,6.5,0.361,3,4.1,0.741,2.8,5.6,2.4,0.2,3.4,1.8,16.7,11.4
1823,B.J. Tyson,75,29,4.9,11.3,0.431,3.9,8,0.487,1,3.3,0.294,2.9,3.9,0.726,4,2.2,1,0.1,2,1.6,13.6,7.693
1180,B.J. West,48,6.8,0.8,1.9,0.411,0.8,1.8,0.419,0,0.1,0.25,0.3,0.6,0.519,2.4,0.3,0.1,0.5,0.5,0.9,1.9,2.876
116,B.J. Young,63,26.6,5.7,11.9,0.475,4.5,8.3,0.541,1.2,3.7,0.325,2.7,3.8,0.704,3.3,2.8,0.9,0.3,2.2,1.8,15.2,8.597
1136,Baba Diallo,29,10.9,0.7,1.8,0.404,0.7,1.4,0.476,0,0.3,0.1,0.5,0.9,0.556,1.1,0.3,0.3,0.1,0.8,1.2,2,1.013
373,Babajidne Aina,18,2.6,0.3,0.5,0.556,0.3,0.4,0.714,0,0.1,0,0,0.3,0,0.2,0,0.2,0,0.1,0.4,0.6,0.321
425,Babatunde Olomuwiya,119,17.4,2,3.6,0.558,2,3.5,0.562,0,0,0.2,1,1.9,0.518,3.4,0.6,0.3,1.2,1.2,1.7,4.9,5.44
1122,Badou Diagne,125,24.8,3.1,6.7,0.458,2.3,4.4,0.521,0.8,2.3,0.338,1.6,2.5,0.642,6.3,0.8,0.6,0.8,1.6,2.6,8.6,8.643
128,BaeBae Daniels,128,20.3,2.9,6.1,0.481,2.2,4,0.557,0.7,2.1,0.342,1.4,2,0.709,4.3,0.9,0.5,1.4,1,2.4,8,7.936
129,Bailey Walker,34,11.2,0.8,2.2,0.373,0.4,1.2,0.293,0.5,1,0.471,0.4,0.6,0.737,0.9,1.1,0.4,0,1.4,1.3,2.5,1.57
168,Bak Bak,89,7.2,0.8,1.7,0.456,0.8,1.6,0.476,0,0.1,0,0.4,0.6,0.706,1.8,0,0.2,0.2,0.4,0.8,1.9,2.126
2378,Bakari Copeland,58,20,2.8,6.5,0.432,2.3,4.7,0.493,0.5,1.8,0.276,2.7,3.5,0.751,3.7,1.1,0.3,0.1,1.6,2.2,8.8,5.088
859,Bakari Evelyn,18,4.6,0.4,1.3,0.304,0.3,0.4,0.625,0.1,0.8,0.133,0.4,0.4,1,0.5,0.2,0,0,0.4,0.8,1.3,0.368
880,Bakari Lewis,84,25.7,3.1,8.1,0.381,2,5.1,0.392,1.1,3,0.361,2.1,2.8,0.765,2.2,2.5,1,0.3,2.3,1.9,9.3,4.935
1931,Bakari Smith,60,14.4,0.5,1.6,0.292,0.5,1.6,0.295,0,0,0,0.3,0.5,0.69,1.3,0.7,0.4,0,0.9,0.7,1.3,1.275
1679,Bakari Turner,41,18.9,2.8,7.2,0.388,1.7,3.3,0.511,1.1,3.8,0.28,2,3.2,0.629,1.7,0.9,0.5,0.1,1.5,2.2,8.7,2.653
1112,Bakary Konate,66,14.7,1.3,2.5,0.519,1.3,2.4,0.525,0,0,0,1,1.6,0.61,3.8,0.3,0.3,0.8,0.9,2.2,3.5,5.06
3049,Balint Mocsan,6,16.7,1.5,4.2,0.36,0.5,1,0.5,1,3.2,0.316,0.3,0.7,0.5,1.2,0.2,0.7,0,0.8,1.5,4.3,1.707
1784,Balsa Dragovic,10,4.9,0.6,1.3,0.462,0.4,0.8,0.5,0.2,0.5,0.4,0.4,0.4,1,1.7,0.1,0,0.2,0.4,0.7,1.8,2.12
3828,Bandja Sy,119,22.8,2.8,6.6,0.42,2,4.1,0.495,0.8,2.5,0.3,1.4,2,0.682,4.2,1,0.5,0.5,1.6,1.7,7.7,5.925
753,Baptiste Bataille,114,20,0.8,2.7,0.313,0.4,1.1,0.354,0.4,1.6,0.282,1.3,1.7,0.759,1.2,1.2,0.6,0,1.1,0.4,3.4,1.926
327,Baron Davis,59,30.7,4.9,9.7,0.503,3.9,6.6,0.583,1,3.1,0.328,2.9,4.5,0.631,3.8,4.4,2.5,0.4,3.3,1.6,13.6,11.021
3236,Barrett Hunter,29,1.4,0,0.4,0.083,0,0.3,0.1,0,0.1,0,0,0.1,0.5,0.1,0.1,0.1,0,0.1,0,0.1,-0.174
806,Barrington Alston,24,4.3,0.1,0.5,0.25,0.1,0.5,0.273,0,0,0,0,0.3,0.143,0.5,0,0,0,0.3,1.2,0.3,-0.17
3159,Barrington Stevens,125,27.8,2.1,5.5,0.374,1.2,3,0.398,0.9,2.5,0.347,1,1.4,0.726,2.2,2.4,0.6,0.1,1.6,2,6,4.54
3137,Barry Brown,42,26.6,3.4,9,0.379,2.1,5.1,0.407,1.4,4,0.343,1.4,2.2,0.624,2.8,1.7,1.4,0.1,1.6,1.9,9.6,5.585
1105,Barry Cheaney,36,2.6,0.3,0.8,0.407,0.2,0.4,0.533,0.1,0.3,0.25,0.2,0.3,0.7,0.2,0.1,0.1,0,0.1,0.3,0.9,0.453
2651,Barry Honore',104,5.1,2.2,5,0.444,1.9,4.2,0.455,0.3,0.8,0.386,0.8,1.3,0.627,3.2,0.3,0.3,0.5,1.3,0.2,5.5,3.833
355,Barry Latham,84,25.1,1.5,4.2,0.365,1.3,3.2,0.404,0.3,1,0.244,0.9,1.6,0.578,3.1,1.5,0.6,0.4,1.3,1.6,4.2,4.42
200,Barry Ogalue,8,6.6,1.4,2.4,0.579,1.4,2.3,0.611,0,0.1,0,0.5,0.9,0.571,1,0.5,0.1,0.1,0.4,0.5,3.3,2.206
1932,Barry Smith,35,16.6,1.7,4.2,0.395,1.5,3.7,0.411,0.1,0.5,0.278,1.4,2,0.676,2.9,0.6,0.5,0.3,1.1,1.5,4.8,3.405
