ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
1112,Aaron Cheatum,16,5.8,0.3,0.9,0.286,0.3,0.8,0.308,0,0.1,0,0.3,0.9,0.267,1.1,0.2,0.3,0.1,0.3,0.8,0.8,1.031
1551,Aaron Clayborn,135,18.4,2.1,4.3,0.492,2.1,4.3,0.497,0,0,0,1.1,2,0.572,4.1,0.5,0.4,0.3,1.1,2.1,5.4,4.975
2225,Aaron Cook,9,10.6,0.6,1.7,0.333,0.4,1.2,0.364,0.1,0.4,0.25,1.3,1.7,0.8,1.2,1.2,0.4,0.1,0.7,1.1,2.6,2.259
2475,Aaron Cosby,118,30,3.3,9.1,0.366,1.3,3.5,0.362,2.1,5.6,0.369,2,2.6,0.779,2.9,2,0.5,0.1,1.9,1.4,10.8,5.481
2647,Aaron Craft,148,32.6,3,6.5,0.459,2.4,4.6,0.51,0.6,1.9,0.333,2.3,3.1,0.737,3.3,4.7,2.3,0.1,2.2,2.5,8.9,10.039
1640,Aaron Dotson,71,20.6,1.5,4.1,0.356,1,2.5,0.407,0.4,1.6,0.277,1.4,2.2,0.649,2.1,1.3,0.5,0.3,1.5,2.3,4.7,2.651
1706,Aaron Douglass,8,1.9,0.4,0.6,0.6,0.1,0.1,1,0.3,0.5,0.5,0.1,0.3,0.5,0,0,0,0,0.1,0.1,1.1,0.41
440,Aaron Ellis,136,18.3,1.4,3.3,0.436,1.4,3.1,0.452,0.1,0.3,0.235,0.5,0.8,0.626,3.2,0.4,0.3,0.3,0.7,1.1,3.4,4.003
576,Aaron England,30,16.4,1.8,4.4,0.412,0.9,2.1,0.435,0.9,2.3,0.391,0.8,0.8,0.958,1.5,0.7,0.3,0.1,0.8,0.9,5.3,3.073
631,Aaron Epps,50,9.8,1.6,3.1,0.529,1.3,2.3,0.574,0.3,0.8,0.395,0.3,0.3,0.813,2.2,0.3,0.2,0.3,0.6,1.7,3.8,3.608
60,Aaron Falzon,35,23,2.5,6.6,0.378,0.7,1.4,0.49,1.8,5.2,0.348,0.9,1.3,0.717,3.2,0.9,0.3,0.3,0.6,2.1,7.7,5.537
1012,Aaron Foster-Smith,34,11.1,1.4,2.9,0.495,1.1,1.9,0.563,0.4,1,0.371,0.3,0.6,0.526,2.1,0.3,0.1,0.3,0.5,1.6,3.6,3.345
1406,Aaron Fuller,112,21.6,2.5,5.3,0.465,2.2,4.4,0.507,0.3,0.9,0.269,1.4,2.3,0.636,4.4,0.4,0.5,0.3,1.1,1.4,6.6,5.649
1187,Aaron Gordon,38,31.2,5,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.356,2,4.7,0.422,8,2,0.9,1,1.4,2.4,12.4,12.162
1321,Aaron Graham,119,25.3,2.9,7.9,0.371,1.2,2.8,0.42,1.7,5,0.344,1.9,2.4,0.785,2.9,1.7,1,0.1,2,2.1,9.5,5.24
1032,Aaron Harrison,79,29.2,4.1,9.9,0.41,2.5,5.3,0.474,1.5,4.6,0.335,2.8,3.5,0.787,2.8,1.6,1.1,0.2,1.3,1.8,12.4,6.586
1185,Aaron Harwell,95,18.3,1.1,3.2,0.359,1,2.4,0.4,0.2,0.7,0.225,0.9,1.6,0.597,1.8,2.3,1.1,0.1,1.7,2,3.4,3.672
1279,Aaron Hawk-Harris,16,7.7,0.8,1.9,0.387,0.5,1.2,0.421,0.3,0.8,0.333,0.1,0.6,0.222,0.9,0.3,0.3,0,0.5,1,1.9,1.038
1337,Aaron Hawley,128,19,2.4,5.9,0.406,1.2,2.9,0.411,1.2,3,0.402,0.7,1.1,0.686,2.7,0.5,0.5,0.1,0.9,1.5,6.8,4.19
1711,Aaron Hendrix,7,2.7,0.1,0.6,0.25,0.1,0.3,0.5,0,0.3,0,0.4,0.6,0.75,0.3,0.1,0,0,0.1,0.4,0.7,0.033
1802,Aaron Henson,9,2.6,0,0.7,0,0,0.6,0,0,0.1,0,0.3,0.4,0.75,0.3,0,0,0,0,0.2,0.3,-0.194
2215,Aaron Hines,31,15.1,1.3,4.3,0.303,1.1,3.1,0.347,0.2,1.2,0.189,0.8,1.2,0.694,1.3,1.6,0.4,0,1,1.5,3.6,1.787
2428,Aaron Holiday,42,30.3,3.8,8.8,0.43,2.4,5.8,0.409,1.4,3,0.469,2,2.8,0.729,3,4,1.3,0.2,2.8,3,11,8.01
2543,Aaron Holmes,56,21,2.1,5.2,0.409,1.5,3.6,0.43,0.6,1.6,0.363,1.7,2.5,0.696,3.1,1.1,0.6,0.2,1.2,1.2,6.6,4.631
2773,Aaron Horne,9,12.7,1.4,3.6,0.406,1.2,2,0.611,0.2,1.6,0.143,0.7,0.7,1,2.3,0.8,0.7,0,1,1.4,3.8,3.201
20,Aaron Jackson,67,10.3,1,2.7,0.379,0.5,1,0.478,0.5,1.7,0.319,0.5,0.9,0.614,1.6,0.3,0.3,0.1,0.5,1.3,3.1,2.037
874,Aaron Johnson,133,35.9,2.2,5.2,0.43,1.7,3.6,0.486,0.5,1.7,0.308,2.5,3.3,0.751,2.1,5,1.3,0,2.7,1.3,7.5,6.827
1544,Aaron Jones,105,16.9,1.5,3.2,0.466,1.5,3,0.486,0,0.2,0.15,0.6,0.9,0.703,3.9,0.4,0.6,1.3,0.5,1.8,3.6,6.297
2002,Aaron Jordan,40,10.8,0.9,2.8,0.333,0.3,0.9,0.286,0.7,1.9,0.355,0.5,0.6,0.8,0.9,0.4,0.4,0.1,0.2,1.4,3,2.139
1153,Aaron Korn,68,14.7,1.3,3,0.424,0.8,1.5,0.495,0.5,1.5,0.35,0.5,0.8,0.706,2.7,0.7,0.4,0.1,0.7,1.3,3.6,3.895
406,Aaron Law,29,4.2,0.3,1,0.345,0.3,0.6,0.471,0.1,0.4,0.167,0.1,0.2,0.667,0.5,0.4,0.3,0,0.2,0.3,0.9,1.084
551,Aaron Leblanc,35,4,0.4,0.7,0.5,0.3,0.7,0.5,0,0.1,0.5,0,0.2,0.167,0.5,0.1,0,0.3,0.3,0.4,0.8,0.461
630,Aaron Martin,30,20.7,1.5,5.5,0.268,0.6,2,0.288,0.9,3.5,0.257,1.8,2.6,0.705,3.9,1,0.6,0.2,1.4,1.8,5.7,3.87
1892,Aaron McKie,92,38,6.1,14.5,0.421,4.2,9.2,0.453,1.9,5.3,0.366,3.8,4.8,0.79,6.4,3.3,2.1,0.3,1.9,2.1,17.9,13.628
2891,Aaron Mitchell,61,30.2,4,8.9,0.451,3.6,7.6,0.481,0.4,1.3,0.284,2.7,3.8,0.729,4.6,3.5,1,0.3,2.7,2.4,11.1,8.538
3059,Aaron Moesch,36,2.5,0.1,0.3,0.3,0.1,0.3,0.333,0,0,0,0.1,0.1,0.5,0.4,0.1,0.1,0,0.1,0.3,0.2,0.51
3226,Aaron Moore,37,30.2,5,9.7,0.511,4.9,9.5,0.52,0,0.2,0.125,2.9,4,0.716,6.8,1.5,0.7,0.8,2,2.9,12.8,10.607
3483,Aaron Morgan,60,21.2,1.2,4.2,0.291,0.5,1.7,0.31,0.7,2.5,0.278,1.1,1.6,0.691,1.7,1.8,0.7,0.1,2.1,2.5,4.3,1.985
74,Aaron O'Neill,59,6.7,0.3,0.8,0.37,0.1,0.1,0.429,0.2,0.7,0.359,0.1,0.1,0.667,0.5,0.3,0.1,0,0.2,0.7,0.9,0.872
584,Aaron Osgood,35,11.7,1.3,2.7,0.505,1.3,2.6,0.505,0,0.1,0.5,0.8,1.5,0.5,2.4,0.5,0.4,0.3,0.8,1.3,3.5,3.191
270,Aaron Parks,92,25.2,2.8,7.6,0.371,2.5,6.5,0.388,0.3,1.1,0.267,3.8,5.1,0.755,2.9,1.7,0.9,0.1,1.8,2.7,9.7,4.386
1364,Aaron Pogue,101,22.8,2.5,5,0.501,2.5,5,0.5,0,0,1,1.8,3.4,0.528,5.4,0.9,0.6,0.6,1.8,3.7,6.8,6.54
882,Aaron Richie,71,4.6,0.9,2.3,0.402,0.5,1.1,0.487,0.4,1.2,0.33,0.5,0.9,0.639,1.2,0.3,0.2,0,0.2,0,2.8,1.782
1791,Aaron Ross,88,14.8,1.9,4.3,0.442,1.3,2.7,0.494,0.6,1.6,0.357,1.9,2.2,0.865,3,0.6,0.1,0.2,0.8,1.8,6.3,4.601
1883,Aaron Rountree,120,15.7,1.3,2.7,0.469,1.2,2.4,0.491,0.1,0.3,0.258,0.7,1.2,0.576,2.8,1.3,0.8,1,0.8,1.8,3.3,5.668
648,Aaron Scott,10,9.9,1.3,2.6,0.5,0.8,1.1,0.727,0.5,1.5,0.333,0.6,1,0.6,0.5,0.4,0.1,0,0.3,0.6,3.7,1.665
1304,Aaron Short,34,17.1,1.6,3.4,0.466,0.7,1.7,0.424,0.9,1.7,0.509,0.6,0.6,0.905,3.4,1.1,0.7,0.2,0.9,2.1,4.6,6.107
1416,Aaron Siler,13,3.3,0.2,0.7,0.333,0,0.2,0,0.2,0.5,0.429,0.2,0.3,0.5,0.2,0.3,0.2,0,0.2,0.2,0.8,0.535
1560,Aaron Simpson,62,20.4,1.8,4.7,0.378,0.7,2,0.377,1,2.7,0.379,0.8,1.1,0.681,2.3,1.4,0.6,0.1,1,2,5.3,4.117
1888,Aaron Smith,53,5.6,0.5,1.6,0.314,0.2,0.7,0.324,0.3,0.9,0.306,0.2,0.3,0.588,1.4,0.2,0.1,0.1,0.3,0.1,1.5,1.524
1890,Aaron Smith,16,1.9,0.3,1.2,0.263,0.2,0.4,0.429,0.1,0.8,0.167,0.1,0.1,1,0.2,0,0.1,0,0.1,0,0.9,-0.037
553,Aaron Thomas,76,25.5,3.6,8.3,0.441,3,6.1,0.484,0.7,2.1,0.319,2.8,3.6,0.771,3.3,1.5,1.1,0.3,2,1.8,10.7,6.421
838,Aaron Thompson,63,32.3,3.5,7.4,0.465,2.5,4.7,0.518,1,2.7,0.371,1.6,2.3,0.685,4.9,2,0.9,0.6,2.1,1.2,9.5,8.612
839,Aaron Thompson,48,8.6,0.9,2.2,0.387,0.7,1.6,0.453,0.1,0.6,0.226,0.3,0.4,0.714,1.9,0.3,0.2,0.4,0.6,1.2,2.2,2.236
87,Aaron Urbanus,127,27.4,3.2,8.2,0.394,1.3,3.3,0.414,1.9,4.9,0.38,1.6,2.1,0.746,2.3,2.4,0.8,0,2.1,1.9,9.9,5.344
7,Aaron Valdes,94,22.7,3.7,7.7,0.479,2.9,5.3,0.545,0.8,2.5,0.338,2.1,3.2,0.656,4.3,1.3,1.1,0.4,1.2,1.9,10.4,8.045
108,Aaron Walker,10,17.8,3,8.2,0.366,2.6,5.8,0.448,0.4,2.4,0.167,1.9,3.2,0.594,3,1.3,0.7,0.1,2.5,2.9,8.3,2.454
508,Aaron Ware,121,18.8,1.8,4.6,0.403,1.8,4.3,0.415,0.1,0.3,0.229,1.6,2.1,0.744,3,0.8,0.4,0.1,1.1,0.9,5.3,3.858
603,Aaron Washington,4,5,1,2.3,0.444,0.5,1.3,0.4,0.5,1,0.5,0.5,1,0.5,0.8,0.5,0.5,0,0.3,1,3,2.035
604,Aaron Washington,24,15.1,1,2.4,0.414,1,2.2,0.462,0,0.3,0,0.2,0.3,0.571,1.3,1.3,0.6,0,0.9,1.5,2.2,2.403
1038,Aaron Weidenaar,8,10.4,0.5,2.1,0.235,0,0.4,0,0.5,1.8,0.286,0,0.3,0,1.9,0.1,0.1,0,0.4,0.6,1.5,1.193
1276,Aaron Wheeler,61,28.7,3.8,7.8,0.492,3.6,6.8,0.534,0.2,1,0.21,1.6,3,0.527,5.5,2.1,1,0.7,1.7,2.2,9.4,9.11
1318,Aaron White,140,28.1,4.2,8.2,0.517,3.8,6.6,0.572,0.4,1.6,0.281,4.4,5.7,0.773,6.4,1.4,1.1,0.6,1.5,1.6,13.3,11.201
1781,Aaron Williams,78,12,1.2,3.6,0.326,0.9,2.4,0.375,0.3,1.2,0.232,0.5,0.8,0.6,2.2,0.4,0.7,0.2,0.9,1.5,3.1,2.472
1786,Aaron Williams,12,2.3,0.2,0.6,0.286,0.1,0.2,0.5,0.1,0.4,0.2,0.2,0.2,1,0.2,0.4,0.1,0,0.3,0.5,0.6,0.484
1788,Aaron Williams,11,2.3,0.5,0.5,0.833,0.3,0.3,1,0.2,0.3,0.667,0.6,0.6,1,0.4,0,0,0.1,0.3,0,1.7,1.133
3139,Aaron Wright,138,15.6,1.1,2.9,0.388,0.8,2,0.411,0.3,0.9,0.336,1.2,1.8,0.626,2.1,1.7,0.7,0.1,1.4,2.1,3.7,3.474
103,Aaron Young,71,21.4,2,4.2,0.47,0.9,1.9,0.493,1,2.3,0.45,1,1.3,0.775,1.2,1.6,0.5,0,0.9,1.7,5.9,3.998
104,Aaron Young,40,4.2,0.5,1.1,0.455,0.1,0.1,0.5,0.5,1,0.45,0.3,0.3,0.769,0.3,0.3,0.1,0,0.2,0.6,1.7,1.39
1381,Aaseem Dixon,69,33.6,4.1,10.9,0.376,2,5.3,0.378,2.1,5.6,0.375,1.8,2.3,0.775,3.1,2.2,0.9,0,1.6,1.5,12.1,6.526
2337,Abdallah Boune,30,10.4,1,3.5,0.274,0.4,0.8,0.44,0.6,2.7,0.222,0.3,0.7,0.429,1.6,0.3,0.4,0,0.5,0.7,2.8,1.377
31,Abdel Nader,117,24.3,3.7,9.5,0.391,2.6,5.9,0.443,1.1,3.6,0.305,1.8,2.5,0.731,4.3,1.1,0.8,0.6,2.3,2.5,10.3,5.726
462,Abdou Niang,41,11,0.5,2,0.247,0.3,1,0.326,0.1,0.9,0.158,0.2,0.3,0.615,1.5,0.2,0.1,0.2,0.6,1.7,1.3,0.799
2070,Abdoulaye Gueye,16,9.2,0.4,1.3,0.333,0.4,1.1,0.389,0,0.2,0,0,0.2,0,2.3,0.3,0.4,0.3,1.3,1.1,0.9,1.677
700,Abdoulaye Harouna,43,20.1,1.7,5,0.347,0.7,2,0.372,1,3,0.331,1.2,1.7,0.712,1.9,0.6,0.8,0.2,1.2,2.3,5.6,2.775
356,Abdul Ahmed,58,13.6,1.2,3.5,0.351,0.7,1.9,0.384,0.5,1.6,0.312,0.5,0.7,0.69,2.3,0.5,0.2,0.2,0.8,1.8,3.5,2.576
18,Abdul Gaddy,118,27.2,2.9,6.8,0.428,2.3,5,0.469,0.6,1.9,0.317,1.2,1.9,0.662,2.4,4,0.7,0.2,2.2,2.5,7.7,6.119
872,Abdul Lewis,44,27.1,2.6,5.8,0.447,2.5,5.5,0.457,0.1,0.3,0.286,1.7,3,0.565,6.9,0.8,0.3,0.6,2.2,3,7,7.073
113,Abdul-Malik Abu,77,24,3.8,7.7,0.489,3.7,7.6,0.493,0,0.1,0.143,2.4,3.8,0.626,6.8,0.9,0.3,0.7,1.5,2.5,9.9,8.746
3868,Abdulai Bundu,38,22.7,2.6,5.4,0.483,2.6,5.4,0.485,0,0,0,1.9,3.2,0.598,6.3,0.3,0.2,0.4,1.2,2.1,7.1,6.97
1263,Abe Lodwick,111,19.6,1.2,3.3,0.381,0.4,0.9,0.45,0.8,2.4,0.355,0.3,0.4,0.739,3.2,0.8,0.4,0.2,0.7,2,3.6,4.449
948,Abebe Demissie,12,13.5,1.6,4,0.396,1.3,2.6,0.516,0.3,1.4,0.176,1.8,3.3,0.564,3.8,1.6,0.4,0.6,1.2,1.7,5.3,5.229
1629,Abednego Lufile,29,10.9,1.3,2.8,0.463,1.3,2.6,0.5,0,0.2,0,0.8,1.2,0.676,3,0.3,0.2,0.2,0.7,0.7,3.3,3.502
1519,Abel Porter,4,6,0.5,1.8,0.286,0.3,0.3,1,0.3,1.5,0.167,0.3,0.5,0.5,0.3,0.8,0.5,0,0,0,1.5,1.59
3472,Abner Moreira,59,30.7,2.2,4.9,0.456,2.2,4.8,0.46,0,0,0,1.5,2.2,0.711,6.9,1,0.9,0.4,2.2,2.8,6,7.87
24,Acie Earl,116,27.6,5.5,10.9,0.508,5,10,0.497,0,0.1,0.333,4.3,6.3,0.68,7,1.2,1,3.1,2.9,2.4,15.3,12.021
599,Adam Allen,37,0,1.4,2.9,0.481,0.5,0.9,0.625,0.9,2.1,0.421,0.2,0.4,0.615,0.8,0.4,0.2,0.1,0.6,0,3.9,2.101
506,Adam Barnes,111,6,0.5,1.1,0.517,0.5,0.9,0.524,0.1,0.1,0.467,0.3,0.5,0.649,0.7,0.4,0.2,0,0.3,0.5,1.5,1.516
2718,Adam Braswell,26,6,0.3,0.9,0.391,0,0.1,0.333,0.3,0.8,0.4,0.1,0.2,0.5,0.4,0.3,0.2,0,0.2,0.7,1.1,0.823
3106,Adam Brown,60,25.8,3.6,8.3,0.431,2,4.3,0.461,1.6,4,0.4,1.3,1.8,0.726,3,1.8,1,0.2,1.5,2,10,6.845
454,Adam Carp,36,3.5,0.2,0.5,0.316,0.2,0.5,0.333,0,0,0,0.4,0.6,0.65,0.6,0.1,0,0.1,0.1,0.4,0.7,0.735
1241,Adam Chmielewski,28,12.7,0.5,2.1,0.237,0.2,1.1,0.194,0.3,1,0.286,0.9,1.1,0.833,1.1,1.1,0.4,0,0.9,0.9,2.2,1.52
2206,Adam Constantine,113,28.6,2.6,4.3,0.6,2.6,4.3,0.603,0,0,0,1.4,2.5,0.546,5.4,0.5,0.5,0.7,1.3,0.8,6.5,7.55
1846,Adam Drexler,13,6.1,0.2,0.9,0.25,0.2,0.7,0.333,0,0.2,0,0.2,0.3,0.75,1.5,0.1,0.2,0.1,0.3,0.5,0.7,1.312
1847,Adam Drexler,11,2.4,0.1,0.5,0.2,0,0.1,0,0.1,0.4,0.25,0.1,0.3,0.333,0.5,0.1,0.1,0,0.1,0.5,0.4,0.394
642,Adam Fletcher,102,26.6,1.5,3.1,0.489,1.5,3.1,0.491,0,0,0,0.7,1.3,0.55,2.9,0.5,0.3,0.3,1.3,0.8,3.7,3.23
780,Adam Folker,126,20.6,2.4,4.5,0.533,2.4,4.5,0.534,0,0,0,0.8,1.9,0.418,4.9,0.6,0.3,0.3,1.2,1.9,5.6,5.89
724,Adam Giles,1,6,2,2,1,1,1,1,1,1,1,1,2,0.5,0,0,1,0,0,0,6,4.11
919,Adam Glenville,9,3.3,0.4,1.3,0.333,0.2,0.7,0.333,0.2,0.7,0.333,0.6,0.7,0.833,0.9,0.3,0,0,0.2,0,1.7,1.032
1410,Adam Grant,10,34.4,5.9,11.2,0.527,3.7,5.7,0.649,2.2,5.5,0.4,2.3,3.2,0.719,2.8,2.9,1.1,0.1,2.3,2.3,16.3,9.925
149,Adam Hall,15,1.4,0.1,0.3,0.2,0.1,0.2,0.333,0,0.1,0,0.1,0.2,0.333,0.1,0.1,0.2,0,0,0.1,0.2,0.336
2031,Adam Highberger,14,5.8,0.4,1.3,0.278,0.1,0.2,0.333,0.3,1.1,0.267,0,0.1,0,0.2,0.1,0.1,0,0.3,0.3,1,0.061
231,Adam Keefe,125,32,6.6,11.1,0.6,8.4,14.3,0.586,0.1,0.2,0.467,5.2,7.1,0.736,9,1.7,1.1,0.4,2.5,2.1,18.6,16.492
1045,Adam Koch,132,24.9,2.6,5.6,0.466,2.3,4.4,0.519,0.3,1.2,0.28,3.4,4.3,0.784,4.5,1.4,0.5,0.3,2,0.6,9,6.497
774,Adam Leonard,133,33.2,3.8,9.7,0.395,1.1,2.6,0.421,2.8,7.2,0.386,1.4,1.8,0.777,2.3,2.4,1,0,1.4,0.7,11.9,7.132
1115,Adam Link,61,30.9,3.6,6.6,0.545,3.6,6.5,0.551,0,0.1,0.167,2.4,3.6,0.667,4.4,1.6,0.8,0.5,1.7,1.8,9.6,7.901
1389,Adam Lonon,104,20.6,1.1,2.5,0.454,1.1,2,0.528,0.1,0.5,0.14,0.8,1.3,0.619,1.6,3.1,1.4,0,1.9,0.5,3.2,4.735
265,Adam Malik,83,13.6,1.2,2.8,0.417,0.5,0.9,0.541,0.7,1.9,0.36,0.2,0.3,0.667,1.4,0.7,0.3,0.2,0.7,1,3.3,2.734
1094,Adam May,89,13.9,1,2.9,0.346,0.6,1.6,0.388,0.4,1.3,0.296,1.3,1.7,0.747,1.8,0.8,0.4,0.2,0.9,0.4,3.6,2.603
1567,Adam McDermott,32,22.7,2.1,5,0.41,0.3,0.8,0.417,1.8,4.3,0.409,0.8,0.9,0.862,2.3,0.5,0.6,0,0.5,1.5,6.7,4.903
556,Adam Nigon,122,25,1.8,4.3,0.421,0.8,1.7,0.473,1,2.6,0.388,0.7,1,0.684,2.4,1.3,1,0.1,1.3,1,5.3,4.691
318,Adam Parzych,54,24.3,1.7,5.2,0.326,0.7,2.1,0.351,1,3.1,0.31,1.9,2.3,0.846,2,1.5,0.5,0,1.6,0.9,6.3,3.026
618,Adam Pegg,121,24.7,3.6,7.1,0.51,3.3,6.2,0.532,0.3,0.9,0.36,1.5,2.1,0.712,4,0.8,0.3,0.3,1.5,1.8,9.1,6.129
735,Adam Perez,14,4.9,0.2,0.7,0.3,0.2,0.3,0.75,0,0.4,0,0.1,0.4,0.333,0.8,0.2,0.3,0,0.2,0.2,0.6,0.779
1147,Adam Pickett,37,6.9,1.1,1.9,0.58,1,1.5,0.649,0.1,0.3,0.25,0.6,0.8,0.8,1.2,0.4,0.5,0.2,0.6,1.1,2.9,2.703
1510,Adam Rodenberg,42,3.6,0.7,1.6,0.463,0.7,1.3,0.518,0,0.3,0.182,0.3,0.6,0.5,1.1,0.1,0.3,0,0.8,0.3,1.8,0.783
1558,Adam Roe,42,8.8,1.1,3,0.375,0.4,0.9,0.395,0.8,2.1,0.367,0.4,0.7,0.621,1.2,0.3,0.3,0,0.5,0.9,3.5,2.006
1893,Adam Smith,114,29.7,4.8,11.9,0.404,2.4,5.8,0.418,2.4,6.1,0.391,1.7,2.1,0.793,2.6,1.6,0.4,0.1,1.2,1.6,13.7,6.361
2546,Adam Sollazzo,135,25.4,2.5,5.5,0.455,2.4,5,0.476,0.1,0.5,0.25,2.5,3.9,0.654,3.3,3,1.1,0.2,2.3,1.3,7.6,6.195
3147,Adam Sterrenberg,79,12.1,1.1,2.8,0.379,0.6,1.4,0.432,0.4,1.4,0.324,0.9,1.4,0.67,1.1,0.6,0.4,0,0.6,0.8,3.5,1.664
3782,Adam Sweeney,19,3.3,0.3,1.2,0.217,0.2,0.7,0.308,0.1,0.5,0.1,0.1,0.1,1,0.3,0.2,0.1,0,0.2,0.2,0.7,0.19
441,Adam Templeton,128,30.1,2.4,5.6,0.431,1,2.1,0.496,1.4,3.5,0.392,0.9,1.2,0.743,4.6,0.9,0.5,0.2,1.1,0.7,7,6.905
555,Adam Thomas,44,8.1,0.5,1.2,0.462,0.5,0.8,0.636,0.1,0.4,0.158,0.4,0.6,0.615,1.4,0.1,0.1,0.2,0.2,0.9,1.5,1.974
1056,Adam Thoseby,83,11.1,1.3,3.7,0.357,0.8,2,0.412,0.5,1.7,0.291,0.8,1.1,0.75,1.2,0.4,0.2,0.1,0.7,0.9,4,1.457
8,Adam Waddell,124,23.9,2.5,4.9,0.507,2.5,4.8,0.509,0,0,0.2,2.1,3.5,0.59,3.9,0.5,0.5,0.8,1.1,1.7,7,5.825
109,Adam Walker,76,20.3,2.1,5.3,0.389,2,5.1,0.398,0.1,0.3,0.227,1.1,2.2,0.527,5.3,1.3,0.4,1.1,1.8,0.6,5.4,6.193
907,Adam Weary,116,25.8,3.9,8.1,0.478,3.3,6.3,0.519,0.6,1.8,0.335,2.5,3.3,0.749,2.8,2.6,1,0.2,1.9,2.5,10.8,7.218
1053,Adam Weir,52,9.1,0.6,2.3,0.244,0.2,0.7,0.25,0.4,1.6,0.241,0.2,0.3,0.556,0.9,0.6,0.3,0.1,0.3,1.2,1.7,1.336
2722,Adam Wing,127,26.2,2.3,5,0.464,1.9,4,0.48,0.4,1,0.395,1.3,1.7,0.782,3.5,1.9,0.7,0.2,1.5,2.3,6.3,6.155
2782,Adam Wire,103,15.3,0.9,1.7,0.514,0.8,1.5,0.532,0.1,0.2,0.381,0.7,1,0.664,3.3,1,1,0.1,0.8,1.4,2.6,5.257
105,Adam Young,87,19.4,1.9,5.1,0.362,1.3,3.2,0.402,0.6,2,0.297,1,1.4,0.68,3.7,0.9,0.6,0.5,1,2.4,5.3,5.11
147,Adama Adams,55,26.6,3,7.7,0.384,2,4.7,0.43,0.9,3,0.313,2.3,3.1,0.754,2.3,2.7,0.7,0.1,3,2.6,9.2,3.74
2832,Addison Spruill,64,26.3,4.3,10.6,0.405,3.8,8.5,0.446,0.5,2.1,0.235,2.7,3.8,0.709,5,1.3,0.7,0.4,1.7,2.3,11.8,6.891
3950,Ade Murkey,8,8.4,0.5,1.5,0.333,0.3,1.1,0.222,0.3,0.4,0.667,0.8,1.1,0.667,0.6,0.8,0,0.1,0.8,1.1,2,1.124
15,Adedeji Ibitayo,102,14.8,1.9,4.4,0.424,1.1,2.3,0.496,0.7,2.1,0.347,1.4,2,0.66,2.3,0.7,0.5,0.3,0.9,1.5,5.9,3.811
1120,Adhar Mayen,85,24.8,1.8,4.3,0.412,1.3,2.6,0.484,0.5,1.7,0.301,0.5,0.8,0.719,2.1,0.9,0.4,0.2,1.2,0.8,4.6,3.102
39,Admir Sahbegovic,24,5.4,0.3,1,0.292,0.3,0.9,0.273,0,0.1,0.5,0.3,0.5,0.636,0.6,0.1,0.3,0,0.5,0.7,0.9,0.316
569,Admiral Schofield,36,18.1,2.7,6.2,0.438,2,3.8,0.526,0.8,2.5,0.303,1.1,1.2,0.905,3.8,0.9,0.3,0.3,0.8,2.6,7.3,6.27
721,Admon Gilder,45,22.4,2.8,6.2,0.441,1.7,3.2,0.531,1,3,0.346,1.4,1.9,0.738,2.7,2,1.1,0.2,1.1,1.7,7.9,6.545
2336,Adnan Hodzic,121,32,6.6,11.3,0.586,6.6,11.2,0.589,0,0.1,0.125,3.3,4.8,0.7,6.9,0.7,0.3,0.3,2.3,1.1,16.5,10.796
16,Adom Jacko,25,27.3,6.8,12.2,0.557,6.8,12.1,0.558,0,0.1,0.5,2.9,4,0.73,6.4,0.6,0.7,0.9,1.8,3.8,16.6,11.541
1080,Adonal Foyle,87,36.5,8.2,15,0.547,8.2,14.8,0.551,0,0.1,0.1,4,8.2,0.491,12.7,1.5,0.7,5.7,3.8,2.4,20.4,20.686
3893,Adonis Burbage,120,24.1,2.7,6.7,0.394,1,2.4,0.433,1.6,4.4,0.372,0.7,1,0.718,2.7,0.8,0.6,0.1,1.2,1.8,7.7,4.354
422,Adonis Filer,106,20.8,2.3,6,0.38,1.5,3.6,0.417,0.8,2.4,0.323,1.8,2.4,0.741,2.8,1.6,0.8,0,1.5,1.9,7.1,4.624
2003,Adonis Jordan,137,26.4,3.3,7.2,0.463,2,4,0.506,1.3,3.2,0.41,2.1,2.7,0.755,2.5,4.1,1.3,0,1.9,1.5,10,8.557
2113,Adonis Rwabigwi,64,13.8,1.2,2.3,0.538,1.2,2.3,0.542,0,0,0,0.7,1.3,0.56,2.6,0.2,0.3,0.5,1,2.3,3.2,3.13
557,Adonis Thomas,55,27.5,4.1,9.5,0.426,3.3,7.2,0.458,0.7,2.3,0.325,1.9,2.5,0.745,4,1.5,0.6,0.7,1.5,1.4,10.7,6.943
1740,Adonys Henriquez,56,33.5,3.4,8.4,0.412,1.4,3,0.473,2,5.4,0.377,1.5,2.1,0.733,3.2,2.1,0.6,0.2,1.3,0.9,10.4,6.949
482,Adreian Payne,138,20,3.2,6.2,0.526,2.8,5.1,0.551,0.4,1.1,0.409,2,2.7,0.755,5.3,0.6,0.6,1,1.4,2.2,8.9,8.396
1632,Adrian Autry,8,1.3,0.3,1,0.25,0.1,0.4,0.333,0.1,0.6,0.2,0.3,0.3,1,0,0,0.1,0,0.3,0.1,0.9,-0.399
