Simple_PER,name,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
5.352,John Mengelt,636,0,20.1,3.8,7.9,0.479,0,0.2,0,3.8,7.9,0.48,0.479,2.2,2.7,0.809,0.4,1.4,1.9,2.1,0.7,0.1,1.4,2,9.8,5.352
0.755,Ken Menke,6,0,0,1,2.8,0.353,0,0,0,1,2.8,0.353,0.353,0.5,1.3,0.375,0,0,0,1.2,0,0,0,1.2,2.5,0.755
2.95,Pops Mensah-Bonsu,61,0,8.3,1,2.6,0.41,0,0,0,1,2.5,0.416,0.41,0.9,1.5,0.589,1.4,1.6,3,0.2,0.2,0.2,0.7,1.3,3,2.95
7.505,Dewitt Menyard,71,0,24.7,3.6,9.7,0.37,0,0,0,3.6,9.7,0.37,0.37,1.8,2.8,0.665,0,0,7.8,1.2,0,0,1.4,3.1,9.1,7.505
6.761,Ron Mercer,432,278,31.1,5.8,13.4,0.429,0.1,0.6,0.25,5.6,12.9,0.437,0.434,2,2.4,0.808,0.9,2.2,3.1,2.1,1.1,0.3,1.6,2,13.6,6.761
8.515,Joe Meriweather,670,119,22.1,3.2,6.3,0.511,0,0,0.333,3.2,6.3,0.511,0.511,1.6,2.4,0.687,1.9,3.7,5.6,0.9,0.5,1.2,1.4,3.4,8.1,8.515
2.36,Porter Meriwether,31,0,8.6,1.5,3.9,0.393,0,0,0,1.5,3.9,0.393,0.393,0.7,1.1,0.697,0,0,0.9,1.4,0,0,0,0.6,3.8,2.36
12.22,Tom Meschery,778,0,30.2,5,11.3,0.441,0,0,0,5,11.3,0.441,0.441,2.8,3.7,0.745,0,0,8.6,1.7,0,0,0,3.7,12.7,12.22
1.08,Bill Meyer,7,0,6.4,1.4,3.1,0.455,0,0,0,1.4,3.1,0.455,0.455,0.3,0.3,1,0,0,0.7,0.1,0,0,0.3,1,3.1,1.08
4.277,Loren Meyer,140,54,14.6,1.9,4.3,0.432,0.1,0.2,0.348,1.8,4.1,0.435,0.439,0.8,1.2,0.696,1.2,2.2,3.4,0.6,0.2,0.4,1,2.7,4.6,4.277
9.206,Dave Meyers,281,0,26.6,4.3,9.3,0.461,0,0.1,0.2,4.3,9.3,0.461,0.461,2.6,3.9,0.676,1.9,4.4,6.3,2.3,1,0.5,2.5,2.7,11.2,9.206
7.93,Stan Miasek,365,0,28.7,3.8,11.4,0.33,0,0,0,3.8,11.4,0.33,0.33,3,4.8,0.628,0,0,7.6,1.4,0,0,0,3.7,10.6,7.93
4.34,Larry Micheaux,96,0,9.3,1.5,2.6,0.567,0,0,0,1.5,2.5,0.574,0.567,0.5,0.9,0.61,1.1,1.6,2.7,0.5,0.4,0.3,0.6,1.3,3.4,4.34
1.635,Jordan Mickey,25,0,5,0.7,1.7,0.429,0,0,0,0.7,1.7,0.429,0.429,0.3,0.6,0.467,0.6,0.6,1.2,0.2,0,0.4,0.2,0.5,1.7,1.635
9.616,Khris Middleton,267,201,30.6,5.1,11.3,0.449,1.4,3.6,0.4,3.6,7.6,0.473,0.514,2.1,2.4,0.873,0.6,3.2,3.8,2.7,1.3,0.2,1.6,2.6,13.6,9.616
-0.175,Red Mihalik,7,0,0,0.4,1.3,0.333,0,0,0,0.4,1.3,0.333,0.333,0,0,0,0,0,0,0,0,0,0,1.4,0.9,-0.175
7.125,Chris Mihm,436,256,20.1,2.9,6.3,0.459,0,0,0.231,2.9,6.2,0.46,0.459,1.7,2.5,0.704,2,3.3,5.3,0.5,0.3,1,1.2,2.9,7.5,7.125
5.83,Ed Mikan,323,0,20.3,2.5,7.7,0.32,0,0,0,2.5,7.7,0.32,0.32,1.7,2.3,0.756,0,0,5.5,0.9,0,0,0,2.8,6.7,5.83
18.615,George Mikan,439,0,34.4,8.1,20,0.404,0,0,0,8.1,20,0.404,0.404,7,8.9,0.782,0,0,13.4,2.8,0,0,0,4.2,23.1,18.615
3.125,Larry Mikan,53,0,10.1,1.2,3.5,0.333,0,0,0,1.2,3.5,0.333,0.333,0.6,1,0.618,0,0,2.6,0.8,0,0,0,1.1,3,3.125
12.975,Vern Mikkelsen,699,0,32.5,5.1,12.6,0.403,0,0,0,5.1,12.6,0.403,0.403,4.2,5.5,0.766,0,0,9.4,2.2,0,0,0,4,14.4,12.975
0.16,Al Miksis,8,0,0,0.6,2.6,0.238,0,0,0,0.6,2.6,0.238,0.238,2.1,2.6,0.81,0,0,0,0.5,0,0,0,2.8,3.4,0.16
1.695,Aaron Miles,19,0,6.2,0.3,0.9,0.333,0,0,0,0.3,0.9,0.333,0.333,0.2,0.2,1,0,0.7,0.7,1.3,0.2,0.1,0.6,0.7,0.8,1.695
5.678,C.J. Miles,655,273,20.6,3.5,8.5,0.417,1.3,3.8,0.354,2.2,4.7,0.467,0.496,1.4,1.7,0.801,0.5,1.9,2.4,1.2,0.8,0.3,0.9,2.2,9.7,5.678
8.378,Darius Miles,446,190,26.3,4.2,8.9,0.472,0,0.3,0.168,4.2,8.6,0.482,0.474,1.7,2.8,0.59,1.3,3.6,4.9,1.9,0.9,1.1,2,2.3,10.1,8.378
7.09,Eddie Miles,605,0,25.9,5.5,12.4,0.44,0,0,0,5.5,12.4,0.44,0.44,2.5,3.4,0.747,0,0,3.1,2,0,0,0,2.3,13.4,7.09
1.522,Marko Milic,44,0,4.9,1.1,1.9,0.56,0.1,0.2,0.429,1,1.8,0.571,0.577,0.3,0.4,0.647,0.3,0.4,0.7,0.3,0.3,0,0.6,0.5,2.5,1.522
6.535,Darko Milicic,468,208,18.5,2.6,5.6,0.46,0,0,0,2.6,5.5,0.461,0.46,0.9,1.6,0.574,1.3,2.9,4.2,0.9,0.4,1.3,1.2,2.3,6,6.535
-0.8,Nat Militzok,57,0,0,1.6,6,0.262,0,0,0,1.6,6,0.262,0.262,1.1,2,0.571,0,0,0,0.7,0,0,0,2.1,4.3,-0.8
11.492,Andre Miller,1304,939,30.9,4.6,10,0.461,0.1,0.7,0.217,4.5,9.4,0.478,0.468,3.1,3.8,0.807,1.1,2.6,3.7,6.5,1.2,0.2,2.4,2.2,12.5,11.492
3.51,Anthony Miller,181,15,9,1.1,2.1,0.51,0,0,0.25,1.1,2.1,0.516,0.513,0.6,1.1,0.576,1,1.7,2.7,0.4,0.3,0.1,0.5,1.3,2.8,3.51
0.295,Bill Miller,28,0,0,0.8,2.6,0.292,0,0,0,0.8,2.6,0.292,0.292,0.4,0.7,0.55,0,0,0,0.7,0,0,0,1.1,1.9,0.295
4.375,Bob Miller,2,0,4,1,1.5,0.667,0,0,0,1,1.5,0.667,0.667,0,0,0,1,1.5,2.5,0.5,0,0.5,0,2.5,2,4.375
11.942,Brad Miller,868,598,28.3,4,8.3,0.48,0.2,0.7,0.33,3.7,7.6,0.494,0.494,3,3.8,0.804,2,5.2,7.1,2.8,0.7,0.7,1.6,2.7,11.2,11.942
3.198,Darius Miller,102,10,14.3,1.2,2.8,0.42,0.5,1.3,0.351,0.7,1.4,0.483,0.504,0.4,0.4,0.841,0.2,1.1,1.3,0.9,0.4,0.2,0.5,1.8,3.1,3.198
1.166,Dick Miller,8,0,6.6,0.5,1.1,0.444,0,0.1,0,0.5,1,0.5,0.444,0,0,0,0.3,0.6,0.9,0.6,0.5,0,1,0.6,1,1.166
10.03,Eddie Miller,142,0,25.9,3.6,9.7,0.374,0,0,0,3.6,9.7,0.374,0.374,2.9,4.3,0.692,0,0,8.5,1.5,0,0,0,3.1,10.2,10.03
-0.95,Harry Miller,53,0,0,1.1,4.9,0.223,0,0,0,1.1,4.9,0.223,0.223,0.7,1.5,0.439,0,0,0,0.8,0,0,0,2.2,2.9,-0.95
1.76,Jay Miller,117,0,10.6,2,4.9,0.415,0,0,0,2,4.9,0.415,0.415,1.5,2.1,0.717,1,0.8,1.8,0.4,0,0,0.9,1.6,5.5,1.76
8.172,Larry Miller,486,0,30.7,5,11.7,0.432,0.2,0.7,0.248,4.9,11,0.444,0.439,3.3,4.6,0.724,1.9,3.1,5,2.4,0.7,0.1,1.9,2.2,13.6,8.172
9.203,Mike Miller,1016,570,27.2,3.9,8.6,0.459,1.6,3.8,0.407,2.4,4.8,0.502,0.55,1.3,1.7,0.769,0.6,3.7,4.3,2.6,0.6,0.2,1.5,2,10.8,9.203
10.436,Oliver Miller,493,196,23,3.1,5.8,0.534,0,0.1,0.116,3.1,5.7,0.541,0.535,1.1,1.7,0.639,1.9,4,5.9,2.2,0.9,1.5,1.9,3,7.4,10.436
3.306,Quincy Miller,69,16,13.5,1.6,4.4,0.35,0.5,1.6,0.292,1.1,2.8,0.383,0.404,0.7,1,0.706,0.6,1.9,2.4,0.5,0.4,0.5,0.8,1.2,4.3,3.306
10.512,Reggie Miller,1389,1304,34.3,5.9,12.6,0.471,1.8,4.7,0.395,4.1,7.9,0.516,0.544,4.5,5.1,0.888,0.6,2.4,3,3,1.1,0.2,1.7,2,18.2,10.512
0.175,Walt Miller,12,0,0,0.6,1.8,0.333,0,0,0,0.6,1.8,0.333,0.333,0.8,1.5,0.5,0,0,0,0.5,0,0,0,1.3,1.9,0.175
8.692,Chris Mills,568,328,30.4,4.2,9.8,0.432,0.8,2.2,0.351,3.4,7.6,0.455,0.471,2,2.4,0.817,1.4,3.6,4.9,1.9,0.7,0.4,1.3,2.7,11.2,8.692
-0.655,John Mills,47,0,0,1.2,4,0.294,0,0,0,1.2,4,0.294,0.294,1.5,2.7,0.55,0,0,0,0.2,0,0,0,2,3.9,-0.655
5.333,Patty Mills,384,14,16.3,2.9,6.6,0.439,1.3,3.3,0.393,1.6,3.3,0.485,0.537,0.7,0.8,0.848,0.3,1.2,1.5,2,0.6,0.1,0.9,1.2,7.7,5.333
8.825,Terry Mills,678,303,24.2,4.2,9.2,0.457,0.8,2,0.384,3.4,7.1,0.478,0.5,1.4,1.8,0.781,1.5,3.9,5.4,1.3,0.6,0.4,1.3,2.8,10.6,8.825
3.85,Elijah Millsap,67,5,16.4,1.4,4.1,0.332,0.4,1.5,0.284,0.9,2.6,0.36,0.384,1.1,1.6,0.683,0.5,2.3,2.8,1.1,0.9,0.3,1.1,2.3,4.2,3.85
13.611,Paul Millsap,788,512,29.2,5.3,10.7,0.497,0.4,1.1,0.332,5,9.6,0.515,0.514,3,4.1,0.732,2.3,5.1,7.5,2.2,1.3,1,1.8,3.2,13.9,13.611
4.039,Harold Miner,200,47,18.7,3.5,7.5,0.46,0.1,0.4,0.311,3.3,7.2,0.468,0.468,2,2.5,0.785,1,1.2,2.2,1.2,0.4,0.1,1.4,1.9,9,4.039
15.635,Yao Ming,486,476,32.5,7,13.3,0.524,0,0,0.2,7,13.2,0.525,0.525,5.1,6.1,0.833,2.5,6.7,9.2,1.6,0.4,1.9,2.7,3.3,19,15.635
5.824,Dirk Minniefield,222,60,17.1,2.2,4.7,0.47,0.1,0.4,0.272,2.1,4.3,0.489,0.481,0.8,1.1,0.739,0.5,1.2,1.7,3.8,0.9,0,1.6,2.1,5.3,5.824
6.93,Dave Minor,116,0,27.3,2.9,8.1,0.36,0,0,0,2.9,8.1,0.36,0.36,1.7,2.3,0.754,0,0,4.5,2.5,0,0,0,3.2,7.6,6.93
5.554,Greg Minor,277,93,18.6,2.9,6,0.478,0.1,0.4,0.226,2.8,5.6,0.495,0.485,1,1.4,0.767,0.9,1.7,2.7,1.4,0.6,0.2,0.8,1.7,6.9,5.554
1.5,Mark Minor,4,0,5,0.3,1,0.25,0,0,0,0.3,1,0.25,0.25,0.8,1,0.75,0,0,1,0.5,0,0,0,1.3,1.3,1.5
8.92,Nikola Mirotic,170,43,22.3,3.3,8.3,0.403,1.6,4.5,0.347,1.8,3.8,0.469,0.497,2.4,3,0.798,0.8,4.5,5.2,1.3,0.8,0.7,1.3,2.1,10.6,8.92
-1.575,Wat Misaka,3,0,0,1,4.3,0.231,0,0,0,1,4.3,0.231,0.231,0.3,1,0.333,0,0,0,0,0,0,0,2.3,2.3,-1.575
0.16,Jason Miskiri,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.16
1.82,Leland Mitchell,78,0,14,1.6,4.5,0.349,0.3,1,0.276,1.3,3.5,0.369,0.379,0.7,1.1,0.659,0,0,2.3,0.9,0,0,1.4,2,4.1,1.82
10.971,Mike Mitchell,759,443,32.3,8.4,17,0.493,0,0.1,0.216,8.4,16.9,0.495,0.494,3,3.8,0.779,2,3.6,5.6,1.3,0.7,0.5,1.7,2.7,19.8,10.971
0.875,Murray Mitchell,2,0,0,0.5,1.5,0.333,0,0,0,0.5,1.5,0.333,0.333,0,0,0,0,0,0,1,0,0,0,0.5,1,0.875
6.443,Sam Mitchell,994,322,22.4,3.2,7.2,0.447,0.1,0.3,0.223,3.2,7,0.456,0.451,2.1,2.7,0.784,1.3,2.5,3.7,1.1,0.6,0.3,0.8,2.5,8.7,6.443
2.745,Todd Mitchell,24,0,14.7,1.8,4,0.443,0,0,0,1.8,4,0.443,0.443,1.5,2.7,0.578,0.8,1.3,2.1,0.9,0.7,0.1,1.4,2.1,5.1,2.745
1.673,Tony Mitchell,3,0,3.3,1,1.7,0.6,0,0.3,0,1,1.3,0.75,0.6,0,0,0,0.3,0,0.3,0.3,0.3,0,0,0,2,1.673
1.44,Tony Mitchell,21,0,3.8,0.2,0.6,0.417,0,0,1,0.2,0.5,0.364,0.458,0.5,0.9,0.579,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1,1.44
9.726,Steve Mix,788,20,23.9,4.1,8.2,0.499,0,0.1,0.286,4.1,8.1,0.499,0.499,2.5,3.1,0.803,1.9,3.5,5.3,1.8,1.2,0.2,1.3,2.1,10.6,9.726
4.2,Bill Mlkvy,31,0,19.6,2.4,7.9,0.305,0,0,0,2.4,7.9,0.305,0.305,1,1.5,0.646,0,0,3.3,2,0,0,0,1.7,5.8,4.2
9.643,Cuttino Mobley,747,581,37,5.8,13.4,0.433,1.5,3.8,0.378,4.3,9.5,0.455,0.487,3,3.6,0.835,0.7,3.2,3.9,2.7,1.2,0.4,2,2.3,16,9.643
4.215,Eric Mobley,113,38,13.9,1.6,2.9,0.541,0,0,0.75,1.6,2.9,0.538,0.545,0.7,1.4,0.475,1.2,1.9,3.1,0.5,0.2,0.5,0.9,1.7,3.9,4.215
9.917,Doug Moe,378,0,32,6.1,14.2,0.428,0.1,0.2,0.213,6,14,0.432,0.43,4.1,5.1,0.8,2.4,4.4,6.8,3.2,0,0,2.5,3.4,16.3,9.917
1.2,Larry Moffett,20,0,5.5,0.3,0.9,0.294,0,0,0,0.3,0.9,0.294,0.294,0.3,0.5,0.6,0.5,0.6,1.1,0.4,0.1,0.1,0.4,0.8,0.8,1.2
2.835,Leo Mogus,231,0,0,2.8,8.4,0.332,0,0,0,2.8,8.4,0.332,0.332,3,4.1,0.716,0,0,1.8,1.4,0,0,0,2.5,8.5,2.835
6.285,Nazr Mohammed,1005,354,15.8,2.4,4.9,0.486,0,0,0,2.4,4.9,0.487,0.486,1,1.6,0.64,1.8,2.9,4.7,0.4,0.4,0.6,0.9,2.1,5.8,6.285
3.63,Jerome Moiso,145,3,9.6,1.1,2.2,0.489,0,0,0,1.1,2.2,0.494,0.489,0.5,0.8,0.593,0.9,1.9,2.7,0.3,0.3,0.5,0.7,1.3,2.7,3.63
4.586,Paul Mokeski,694,38,14,1.6,3.5,0.451,0,0.1,0.216,1.6,3.4,0.456,0.453,0.8,1.2,0.694,1,2.4,3.4,0.7,0.3,0.4,0.8,2.6,4,4.586
9.705,Jack Molinas,32,0,29.9,3.6,9.1,0.39,0,0,0,3.6,9.1,0.39,0.39,4.4,5.8,0.759,0,0,7.1,1.6,0,0,0,2.6,11.6,9.705
3.621,Wayne Molis,59,0,10.3,1.9,4.7,0.417,0,0.1,0.667,1.9,4.6,0.414,0.42,0.8,1.3,0.649,0,0,3.3,0.7,0,0,0.6,1,4.7,3.621
11.49,Sidney Moncrief,767,513,30.2,5.4,10.7,0.502,0.1,0.5,0.284,5.2,10.2,0.513,0.509,4.7,5.6,0.831,1.9,2.8,4.7,3.6,1.2,0.3,2,2.1,15.6,11.49
6.655,Eric Money,426,0,25.4,5.3,10.6,0.494,0,0,0,5.3,10.6,0.494,0.494,1.7,2.3,0.748,0.8,1.3,2.1,3.8,1.2,0.1,3.4,2.7,12.2,6.655
2.683,Sergei Monia,26,15,13.2,1.1,3.3,0.333,0.3,1.3,0.265,0.8,2,0.377,0.385,0.4,0.5,0.714,0.4,1.6,2,0.7,0.3,0.2,0.5,1.6,3,2.683
10.24,Earl Monroe,926,0,32,7.5,16.1,0.464,0,0,0,7.5,16.1,0.464,0.464,3.9,4.9,0.807,0.6,2.1,3,3.9,1,0.3,1.6,2.6,18.8,10.24
14.235,Greg Monroe,476,401,30.4,5.7,11.2,0.508,0,0,0,5.7,11.2,0.509,0.508,2.9,4.1,0.705,3.1,6,9,2.2,1.2,0.6,2,2.3,14.3,14.235
1.597,Rodney Monroe,38,0,8.2,1.4,3.8,0.368,0.2,0.7,0.222,1.2,3.1,0.402,0.389,0.5,0.6,0.826,0.3,0.6,0.9,0.7,0.3,0.1,0.6,0.5,3.4,1.597
-0.167,Luis Montero,12,0,3.5,0.4,1.6,0.263,0.1,0.8,0.111,0.3,0.8,0.4,0.289,0.3,0.3,0.75,0,0.3,0.3,0.1,0,0,0.3,0.1,1.2,-0.167
5.345,Howie Montgomery,20,0,18.2,3.3,7.7,0.425,0,0,0,3.3,7.7,0.425,0.425,0.7,1.2,0.609,0,0,3.5,1.1,0,0,0,1.8,7.2,5.345
5.63,Eric Montross,465,288,18.2,1.9,3.9,0.49,0,0,0,1.9,3.9,0.491,0.49,0.6,1.3,0.478,1.5,3.1,4.6,0.4,0.3,0.6,0.9,2.7,4.5,5.63
7.784,Jamario Moon,286,157,22.6,2.5,5.5,0.461,0.6,1.9,0.329,1.9,3.6,0.53,0.518,0.6,0.8,0.803,0.7,3.6,4.3,1,0.8,0.8,0.5,1.5,6.3,7.784
5.72,Jim Mooney,18,0,29.4,3,8.2,0.365,0,0,0,3,8.2,0.365,0.365,1.5,2.2,0.675,0,0,3.9,1.9,0,0,0,2.8,7.5,5.72
1.755,Andre Moore,10,0,5,0.9,2.7,0.333,0,0,0,0.9,2.7,0.333,0.333,0.6,0.8,0.75,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0.6,2.4,1.755
4.698,E'Twaun Moore,327,64,17.8,2.5,5.8,0.43,0.7,1.8,0.365,1.8,4,0.46,0.488,0.5,0.6,0.743,0.4,1.3,1.7,1.7,0.6,0.2,0.8,1.4,6.1,4.698
12.206,Gene Moore,465,0,25.3,5,10.8,0.467,0,0.1,0.303,5,10.7,0.468,0.468,2,2.9,0.679,3.4,6,9.4,1.4,0.5,1.4,2.5,3.7,12,12.206
3.035,Jackie Moore,134,0,8.8,1,2.6,0.391,0,0,0,1,2.6,0.391,0.391,0.7,1.1,0.623,0,0,2.5,0.5,0,0,0,1.6,2.7,3.035
12.182,Johnny Moore,520,333,25.8,3.8,8.4,0.46,0.2,0.7,0.251,3.7,7.6,0.48,0.471,1.5,2.2,0.712,0.8,2.2,3,7.4,2,0.2,2.2,2.5,9.4,12.182
0.324,Larry Moore,12,0,6.5,0.7,2.8,0.242,0,0.4,0,0.7,2.3,0.286,0.242,0.9,1.1,0.846,0,0,1.3,0.1,0,0,0.6,1.4,2.3,0.324
5.42,Lowes Moore,112,3,18.9,2.8,6.3,0.442,0.1,0.5,0.2,2.7,5.8,0.462,0.45,1,1.4,0.75,0.5,1.5,2,2.8,0.8,0.2,1.4,2.4,6.7,5.42
5.92,Mikki Moore,564,181,18.2,2.3,4.1,0.551,0,0,0.154,2.2,4.1,0.553,0.551,1.3,1.7,0.743,1.4,2.5,3.9,0.7,0.3,0.5,1,2.7,5.8,5.92
12.705,Otto Moore,682,0,24.8,3.4,7.6,0.453,0,0,0,3.4,7.6,0.453,0.453,1.4,2.3,0.609,1.8,5.5,8.2,1.6,0.7,1.2,0,2.6,8.2,12.705
0.026,Richard Moore,18,0,11.7,1.3,3.9,0.338,0,0.1,0,1.3,3.8,0.348,0.338,1.2,1.6,0.75,0,0,1.1,0.4,0,0,1.3,0.9,3.8,0.026
0.435,Ron Moore,14,0,4.2,0.6,2.1,0.31,0,0,0,0.6,2.1,0.31,0.31,0.4,0.6,0.75,0.1,0.4,0.6,0.1,0.4,0,0.3,1.5,1.7,0.435
3.339,Tracy Moore,119,6,14.5,2.5,6.2,0.404,0.6,1.9,0.344,1.9,4.3,0.43,0.456,1.3,1.6,0.838,0.6,0.9,1.5,1,0.5,0.1,0.8,1.6,7,3.339
1.59,Eric Moreland,11,0,4.5,0.4,0.6,0.571,0,0,0,0.4,0.6,0.571,0.571,0.2,0.4,0.5,0.3,0.8,1.1,0.1,0,0.4,0.3,0.5,0.9,1.59
6.586,Jackie Moreland,582,0,23.4,3.9,9.4,0.42,0,0.1,0.3,3.9,9.3,0.42,0.42,2,2.7,0.721,2.6,3.8,5.9,1.6,0,0,1.9,3.2,9.8,6.586
2.325,Guy Morgan,8,0,5.8,0.9,3,0.292,0,0,0,0.9,3,0.292,0.292,0.1,0.5,0.25,0.8,1.4,2.1,0.9,0.3,0,0.3,0.9,1.9,2.325
2.015,Rex Morgan,62,0,6.7,0.9,2.5,0.375,0,0,0,0.9,2.5,0.375,0.375,0.9,1.4,0.682,0,0,1.5,0.6,0,0,0,1.5,2.8,2.015
0.175,Elmore Morgenthaler,31,0,0,0.6,1.7,0.365,0,0,0,0.6,1.7,0.365,0.365,0.6,1,0.633,0,0,0,0.3,0,0,0,0.7,1.8,0.175
4.755,Darren Morningstar,23,15,16,1.7,3.6,0.476,0,0,0,1.7,3.6,0.476,0.476,0.8,1.3,0.6,1.3,2.2,3.5,0.7,0.6,0.1,0.8,3,4.2,4.755
8.577,Chris Morris,747,436,25.1,4.2,9.6,0.441,0.7,2.2,0.306,3.5,7.4,0.48,0.475,1.9,2.5,0.739,2,2.7,4.7,1.6,1.2,0.7,1.6,2.3,11,8.577
2.336,Darius Morris,132,17,11.1,1.3,3.3,0.384,0.4,1.1,0.322,0.9,2.2,0.416,0.439,0.4,0.6,0.63,0.3,0.7,1,1.4,0.3,0,0.8,1,3.3,2.336
0.745,Isaiah Morris,25,0,4.1,1,2.3,0.456,0,0,0,1,2.3,0.456,0.456,0.1,0.2,0.75,0.2,0.2,0.5,0.2,0.1,0,0.3,0.6,2.2,0.745
7.609,Marcus Morris,361,163,25.3,3.9,9,0.432,1.2,3.4,0.362,2.7,5.6,0.474,0.5,1.4,1.9,0.705,1,3.2,4.2,1.5,0.7,0.2,1.1,2,10.4,7.609
8.989,Markieff Morris,393,187,25.7,4.5,10.2,0.442,0.6,1.9,0.323,3.9,8.3,0.47,0.472,2,2.6,0.765,1.4,4,5.4,1.7,0.9,0.6,1.7,2.8,11.6,8.989
3.045,Max Morris,62,0,0,4.1,11.2,0.363,0,0,0,4.1,11.2,0.363,0.363,4.5,6.7,0.667,0,0,0,3.1,0,0,0,2.8,12.6,3.045
1.515,Randolph Morris,74,2,5.9,0.7,1.6,0.426,0,0,0,0.7,1.6,0.426,0.426,0.5,0.9,0.545,0.4,1,1.4,0.1,0.2,0.1,0.4,1.4,1.9,1.515
3.858,Terence Morris,139,12,13.9,1.5,3.7,0.407,0.2,0.8,0.196,1.3,2.9,0.465,0.428,0.2,0.3,0.711,0.9,1.8,2.7,0.7,0.3,0.4,0.6,0.9,3.4,3.858
3.438,Adam Morrison,161,28,20.4,2.9,7.8,0.373,0.8,2.3,0.331,2.1,5.4,0.391,0.423,0.9,1.2,0.71,0.5,1.6,2.1,1.4,0.2,0.1,1.1,1.7,7.5,3.438
0.237,John Morrison,9,0,8.4,1.1,3.8,0.294,0.1,0.7,0.167,1,3.1,0.321,0.309,0.7,1,0.667,0,0,1,0.8,0,0,1,1.7,3,0.237
0.637,Mike Morrison,36,1,4.3,0.6,1.9,0.338,0.1,0.2,0.286,0.6,1.7,0.344,0.353,0.7,0.8,0.8,0.2,0.4,0.6,0.3,0.1,0,0.6,0.6,2,0.637
6.33,Red Morrison,155,0,14.3,1.4,3.5,0.396,0,0,0,1.4,3.5,0.396,0.396,0.8,1.3,0.572,0,0,5.3,0.9,0,0,0,2.5,3.6,6.33
5.84,Anthony Morrow,531,135,22.2,3.6,7.9,0.45,1.5,3.5,0.423,2.1,4.5,0.471,0.543,1.1,1.3,0.877,0.6,1.7,2.3,0.9,0.6,0.1,0.7,1.6,9.7,5.84
2.056,Dwayne Morton,41,6,9.6,1.2,3.1,0.388,0.2,0.6,0.36,1,2.5,0.394,0.422,1.4,2.1,0.682,0.5,0.9,1.4,0.4,0.3,0.4,0.7,1.1,4.1,2.056
3.77,John Morton,128,5,14.7,1.6,4.1,0.386,0.1,0.5,0.224,1.5,3.7,0.406,0.399,1.5,1.9,0.787,0.4,0.8,1.3,2.7,0.7,0.2,1.5,1.3,4.8,3.77
1.5,Richard Morton,2,0,5.5,1.5,2,0.75,0,0,0,1.5,2,0.75,0.75,0,0,0,0,0,0,0.5,0,0,0.5,1,3,1.5
2.69,Glenn Mosley,32,0,7.6,1.1,2.8,0.409,0,0,0,1.1,2.8,0.409,0.409,0.8,1.4,0.578,0.8,1.3,2.2,0.7,0.3,0.3,0.8,1.3,3.1,2.69
3.393,Perry Moss,136,0,12.6,1.5,3.7,0.415,0.1,0.3,0.174,1.5,3.3,0.439,0.423,0.8,1.2,0.722,0.5,1.1,1.5,1.5,0.7,0.1,1,1.7,3.9,3.393
3.547,Lawrence Moten,119,21,15.2,2.4,5.9,0.408,0.5,1.7,0.299,1.9,4.2,0.45,0.45,1,1.5,0.652,0.7,0.8,1.5,1.5,0.6,0.3,1.1,1.2,6.3,3.547
6.192,Donatas Motiejunas,214,101,19,3.1,6.6,0.475,0.5,1.7,0.308,2.6,4.9,0.531,0.513,1,1.7,0.612,1.3,2.7,4,1.1,0.5,0.3,1.2,2.2,7.8,6.192
3.551,Hanno Mottola,155,17,15.2,1.9,4.3,0.442,0,0.1,0.063,1.9,4.2,0.451,0.443,0.8,1.1,0.783,0.8,2,2.9,0.5,0.2,0.2,0.9,2.2,4.6,3.551
4.535,Arnett Moultrie,59,2,12.4,1.6,2.9,0.547,0,0,0,1.6,2.9,0.547,0.547,0.4,0.6,0.667,1.5,1.6,3.1,0.2,0.4,0.2,0.4,1.1,3.6,4.535
5.518,Rick Mount,283,0,22.6,4.6,10.6,0.433,0.4,1.3,0.317,4.2,9.2,0.45,0.453,2.2,2.6,0.82,0.6,1.1,1.7,2.4,0.7,0.1,1.5,2.3,11.8,5.518
14.041,Alonzo Mourning,838,686,31,6.1,11.6,0.527,0,0.1,0.247,6.1,11.5,0.53,0.529,4.8,7,0.692,2.6,5.9,8.5,1.1,0.5,2.8,2.6,3.4,17.1,14.041
7.456,Timofey Mozgov,392,231,18.4,2.8,5.2,0.539,0,0.1,0.175,2.8,5.1,0.547,0.541,1.4,1.9,0.733,1.7,3.3,5,0.6,0.3,0.9,1.2,2.2,7,7.456
1.865,Chuck Mrazovich,25,0,0,1.1,3.2,0.35,0,0,0,1.1,3.2,0.35,0.35,1.2,1.9,0.604,0,0,1.6,0.5,0,0,0,2.1,3.4,1.865
7.64,Emmanuel Mudiay,90,88,30.4,4.7,13.2,0.36,1.1,3.5,0.305,3.7,9.7,0.38,0.4,2.3,3.3,0.705,0.5,3.1,3.6,5.1,0.9,0.5,3.1,2,12.9,7.64
5.965,Erwin Mueller,445,0,21.9,2.9,6.9,0.426,0,0,0,2.9,6.9,0.426,0.426,1.5,2.4,0.623,0.9,1.7,4.7,2,0,0,1.3,2.1,7.4,5.965
