ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1272,Jamaal Franklin,5-Jun,191lb,24,0,7.3,0.7,1.7,0.415,0.3,0.5,0.462,0.5,1.2,0.393,0.488,0.1,0.1,1,0.2,0.8,1,0.4,0.2,0.1,0.6,1.1,1.8
1273,William Franklin,7-Jun,220lb,107,,11.8,2.4,5.9,0.415,0,0.1,0.25,2.4,5.8,0.417,0.417,1.2,2,0.601,1.6,2.1,3.7,0.6,0.2,0.1,1.4,2,6.1
1274,Ronald Franz,7-Jun,205lb,403,,24.6,4.4,9.8,0.447,0.1,0.5,0.279,4.2,9.3,0.456,0.454,2.9,4.1,0.703,1.7,3.3,5.3,1.7,,,1.9,2.8,11.7
1275,Tim Frazier,1-Jun,170lb,85,27,19.8,2.4,5.8,0.411,0.5,1.4,0.328,1.9,4.4,0.437,0.45,1.3,1.8,0.721,0.5,2,2.5,4.6,0.7,0.1,1.8,1.9,6.5
1276,Walt Frazier,4-Jun,200lb,825,,37.5,7.4,15.2,0.49,0,0.3,0,7.4,15.2,0.49,0.49,4,5.1,0.786,1.1,4.2,5.9,6.1,1.9,0.2,2.1,2.6,18.9
1277,Will Frazier,7-Jun,210lb,153,,22.9,3.8,9.1,0.415,0,0,0.5,3.8,9,0.415,0.415,2.3,3.7,0.61,2,3.6,7.1,1.1,,,1.5,2.7,9.8
1278,Anthony Frederick,7-Jun,205lb,147,29,11.2,2,4.5,0.439,0,0.1,0.273,1.9,4.4,0.445,0.443,0.9,1.3,0.699,0.9,1,1.9,0.9,0.5,0.3,0.9,1.4,4.9
1279,Jimmer Fredette,2-Jun,195lb,235,7,13.4,2.2,5.3,0.412,0.8,2.2,0.381,1.4,3.2,0.432,0.489,0.8,0.9,0.876,0.2,0.8,1,1.4,0.4,0,0.9,0.9,6
1280,World B. Free,2-Jun,185lb,886,345,30.4,7.3,16.1,0.456,0.4,1.1,0.337,7.1,15.4,0.461,0.463,5.3,7.1,0.753,1.1,1.6,2.7,3.7,1,0.3,2.5,2.6,20.3
1281,Joel Freeland,10-Jun,250lb,151,9,12.1,1.4,3,0.459,0,0,0,1.4,3,0.461,0.459,0.4,0.5,0.728,1.3,2.2,3.4,0.4,0.2,0.4,0.5,1.7,3.2
1282,Donnie Freeman,3-Jun,185lb,648,,32.4,7,15.4,0.456,0,0.1,0.151,7,15.3,0.459,0.457,4.8,6,0.8,1.5,1.9,3.5,3.5,0.8,0.2,2.4,2.7,18.9
1283,Gary Freeman,9-Jun,210lb,52,,7.3,1.3,2.6,0.515,,,,1.3,2.6,0.515,0.515,0.6,0.8,0.725,,,2,0.7,,,,1.3,3.2
1284,Rod Freeman,7-Jun,225lb,35,,7.6,1.1,2.9,0.379,,,,1.1,2.9,0.379,0.379,0.8,1.2,0.683,0.6,0.9,1.5,0.4,0.3,0,,1.2,3
1285,Matt Freije,10-Jun,240lb,42,11,14,1.3,4.3,0.293,0.4,1.8,0.224,0.9,2.5,0.343,0.34,0.2,0.3,0.714,0.6,1.5,2,0.6,0.4,0.1,0.5,1.3,3.2
1286,Frido Frey,2-Jun,195lb,23,,,1.2,4.2,0.289,,,,1.2,4.2,0.289,0.289,1.4,2.4,0.571,,,,0.6,,,,1.6,3.8
1287,Larry Friend,4-Jun,185lb,44,,12.9,1.7,5.1,0.327,,,,1.7,5.1,0.327,0.327,0.6,0.9,0.659,,,2.4,1.1,,,,1.2,4
1288,Pat Frink,4-Jun,195lb,48,,7.6,1,3.1,0.34,,,,1,3.1,0.34,0.34,0.5,0.6,0.793,,,0.9,1.1,,,,1.1,2.6
1289,Jim Fritsche,8-Jun,210lb,84,,16.3,1.6,5.1,0.309,,,,1.6,5.1,0.309,0.309,0.7,1,0.738,,,3,0.9,,,,1.6,3.9
1290,Channing Frye,11-Jun,255lb,742,423,23.7,3.5,8,0.439,1.2,3,0.39,2.3,4.9,0.469,0.513,1.1,1.3,0.821,1,3.8,4.8,1,0.5,0.7,1,2.7,9.3
1291,Bernie Fryer,3-Jun,185lb,120,,19.8,2.5,5.5,0.447,0,0.1,0,2.5,5.5,0.447,0.447,1.4,1.7,0.786,0.7,1.2,1.9,3,1,0.1,1.9,2.2,6.3
1292,Frank Fucarino,2-Jun,175lb,28,,,1.9,7.1,0.268,,,,1.9,7.1,0.268,0.268,1.2,2.1,0.567,,,,0.3,,,,1.4,5
1293,Herm Fuetsch,Jun-00,170lb,42,,,1,3.3,0.3,,,,1,3.3,0.3,0.3,0.6,1,0.625,,,,0.4,,,,0.9,2.6
1294,Joe Fulks,5-Jun,190lb,489,,23.4,5.8,19.1,0.302,,,,5.8,19.1,0.302,0.302,4.8,6.3,0.766,,,5.3,1.2,,,,3.6,16.4
1295,Carl Fuller,9-Jun,225lb,76,,16,2.3,5.1,0.456,0,0,0,2.3,5.1,0.457,0.456,1.1,1.8,0.6,1.4,3.3,4.7,0.8,,,1.1,2.9,5.7
1296,Hiram Fuller,9-Jun,240lb,4,0,10.8,0.8,2,0.375,0,0,,0.8,2,0.375,0.375,0.5,1.5,0.333,1,1.8,2.8,0.5,0,0.3,1,1.3,2
1297,Todd Fuller,11-Jun,255lb,225,23,11.1,1.4,3.3,0.422,0,0,0,1.4,3.3,0.424,0.422,0.9,1.3,0.668,1.1,1.9,3,0.2,0.2,0.3,0.6,1.6,3.7
1298,Tony Fuller,4-Jun,180lb,15,,16.5,1.6,4.4,0.364,0,0.1,0,1.6,4.3,0.369,0.364,0.8,1.1,0.75,0.9,1.9,2.8,1.9,0.7,0.1,1.5,1.7,4
1299,Lawrence Funderburke,9-Jun,230lb,318,7,14.9,2.6,5.1,0.506,0,0.1,0.118,2.5,5,0.51,0.506,1.3,1.9,0.675,1.4,2.2,3.6,0.6,0.3,0.3,0.7,1.1,6.4
1300,Terry Furlow,4-Jun,190lb,239,,20.1,4.4,9.5,0.459,0.3,1.1,0.293,4.3,9.2,0.466,0.465,1.8,2.1,0.862,0.9,1.2,2.1,2.4,0.7,0.3,1.8,1.2,10.7
